asset_id,category,domain,source_worktree,source_branch,source_commit,source_path,source_sha256,copied_or_referenced,destination_path,destination_sha256,physics_contract,production_or_reference,intended_future_use,immutable_source
lp_evidence_paper_a_lp_failure_summary_md,result,LP,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1,work/lp-global-h-manifold-v1,e12858bfa404f55aa17ee57fdf9b99f72293d493,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1\reports\stage_paper_a_lp_p1_native_wideband_435_465\paper_a_lp_failure_summary.md,f35c30ea6481812b03c13322982705bb7d648bf9cd275cf0d9acf2317315f047,copied,paper_a_broadband/references/lp/paper_a_lp_failure_summary.md,f35c30ea6481812b03c13322982705bb7d648bf9cd275cf0d9acf2317315f047,current-Native-M1 435-465 real x/y P1 evidence,negative_reference,failed controls 009/010/015 and source-weighted failure evidence; excluded from new pool,True
lp_evidence_mdc_weighted_lp_metrics_csv,result,LP,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1,work/lp-global-h-manifold-v1,e12858bfa404f55aa17ee57fdf9b99f72293d493,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1\reports\stage_paper_a_lp_p1_native_wideband_435_465\mdc_weighted_lp_metrics.csv,6144fbb18694f84e66af39a5c8a4f964ebb95adf08da29b390827012a772482f,copied,paper_a_broadband/references/lp/mdc_weighted_lp_metrics.csv,6144fbb18694f84e66af39a5c8a4f964ebb95adf08da29b390827012a772482f,current-Native-M1 435-465 real x/y P1 evidence,negative_reference,failed controls 009/010/015 and source-weighted failure evidence; excluded from new pool,True
lp_evidence_mdc_weighted_lp_stokes_csv,result,LP,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1,work/lp-global-h-manifold-v1,e12858bfa404f55aa17ee57fdf9b99f72293d493,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1\reports\stage_paper_a_lp_p1_native_wideband_435_465\mdc_weighted_lp_stokes.csv,e82482403dc1909e227126ed32a1a1ffd93bcb86d7e0f9a95a63209b808690a5,copied,paper_a_broadband/references/lp/mdc_weighted_lp_stokes.csv,e82482403dc1909e227126ed32a1a1ffd93bcb86d7e0f9a95a63209b808690a5,current-Native-M1 435-465 real x/y P1 evidence,negative_reference,failed controls 009/010/015 and source-weighted failure evidence; excluded from new pool,True
lp_evidence_mdc_weighted_lp_gate_a_prime_json,result,LP,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1,work/lp-global-h-manifold-v1,e12858bfa404f55aa17ee57fdf9b99f72293d493,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1\reports\stage_paper_a_lp_p1_native_wideband_435_465\mdc_weighted_lp_gate_a_prime.json,0707803c72a4f6cf1432481487e82cef060d9fad61fb88d07b6f9459c31abc33,copied,paper_a_broadband/references/lp/mdc_weighted_lp_gate_a_prime.json,0707803c72a4f6cf1432481487e82cef060d9fad61fb88d07b6f9459c31abc33,current-Native-M1 435-465 real x/y P1 evidence,negative_reference,failed controls 009/010/015 and source-weighted failure evidence; excluded from new pool,True
lp_axisfree_candidate_stokes_orientation_stability_csv,result,LP,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1,work/lp-global-h-manifold-v1,e12858bfa404f55aa17ee57fdf9b99f72293d493,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1\reports\stage_paper_a_lp_physics_guided_second_rescue_v1\candidate_stokes_orientation_stability.csv,cabf6987fff6623281b1d2dec2cc815c9f8fcb29c9f1136350ce39471d8480eb,copied,paper_a_broadband/references/lp/axis_free/candidate_stokes_orientation_stability.csv,cabf6987fff6623281b1d2dec2cc815c9f8fcb29c9f1136350ce39471d8480eb,historical verified axis-free LP metric evidence,reference_only,metric validation only; no candidate ranking authority,True
lp_axisfree_candidate_singular_vector_stability_csv,result,LP,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1,work/lp-global-h-manifold-v1,e12858bfa404f55aa17ee57fdf9b99f72293d493,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1\reports\stage_paper_a_lp_physics_guided_second_rescue_v1\candidate_singular_vector_stability.csv,da01ae8adeb91f56fbe04208fc1b2866de9efaba1dafb9b9d7c87526fcb08a7e,copied,paper_a_broadband/references/lp/axis_free/candidate_singular_vector_stability.csv,da01ae8adeb91f56fbe04208fc1b2866de9efaba1dafb9b9d7c87526fcb08a7e,historical verified axis-free LP metric evidence,reference_only,metric validation only; no candidate ranking authority,True
lp_axisfree_candidate_state_margin_metrics_csv,result,LP,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1,work/lp-global-h-manifold-v1,e12858bfa404f55aa17ee57fdf9b99f72293d493,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1\reports\stage_paper_a_lp_physics_guided_second_rescue_v1\candidate_state_margin_metrics.csv,9cc3557b8a49b6e950ffe1ad57ca22aad6bfab0119fe7c2edb7ed8a2ab61d1ca,copied,paper_a_broadband/references/lp/axis_free/candidate_state_margin_metrics.csv,9cc3557b8a49b6e950ffe1ad57ca22aad6bfab0119fe7c2edb7ed8a2ab61d1ca,historical verified axis-free LP metric evidence,reference_only,metric validation only; no candidate ranking authority,True
lp_axisfree_second_rescue_decision_json,result,LP,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1,work/lp-global-h-manifold-v1,e12858bfa404f55aa17ee57fdf9b99f72293d493,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1\reports\stage_paper_a_lp_physics_guided_second_rescue_v1\second_rescue_decision.json,83f13307bbb324d56f8699e774887a8e2a6225c88ed212e70e160550fd2d964f,copied,paper_a_broadband/references/lp/axis_free/second_rescue_decision.json,83f13307bbb324d56f8699e774887a8e2a6225c88ed212e70e160550fd2d964f,historical verified axis-free LP metric evidence,reference_only,metric validation only; no candidate ranking authority,True
lp_axisfree_failed_controls_comparison_csv,result,LP,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1,work/lp-global-h-manifold-v1,e12858bfa404f55aa17ee57fdf9b99f72293d493,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1\reports\stage_paper_a_lp_physics_guided_second_rescue_v1\failed_controls_comparison.csv,b37cb32b8e37de33c66be4ce819f1b93076a3ea1764c246b22d56e0bb583aaa6,copied,paper_a_broadband/references/lp/axis_free/failed_controls_comparison.csv,b37cb32b8e37de33c66be4ce819f1b93076a3ea1764c246b22d56e0bb583aaa6,historical verified axis-free LP metric evidence,reference_only,metric validation only; no candidate ranking authority,True
native_m1_material_config,config,shared,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1,work/lp-global-h-manifold-v1,e12858bfa404f55aa17ee57fdf9b99f72293d493,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1\configs\material_reference_apcd_blue.yaml,f93c83623eb3555debcf9fc47b32882980ff31696d4101efec75156f8c4e5492,copied,paper_a_broadband/configs/material_reference_apcd_blue.yaml,f93c83623eb3555debcf9fc47b32882980ff31696d4101efec75156f8c4e5492,Native-M1 material authority,production_reference,future Native-M1 validation,True
native_m1_lumerical_helper,script,shared,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1,work/lp-global-h-manifold-v1,e12858bfa404f55aa17ee57fdf9b99f72293d493,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1\src\metasurface\lumerical_native_materials.py,5d440601fdc609a56aa02fece3f5613b7765209bfdf78907c0683d30f510911f,copied,paper_a_broadband/templates/lp_fulljones/lumerical_native_materials.py,5d440601fdc609a56aa02fece3f5613b7765209bfdf78907c0683d30f510911f,Native-M1 Lumerical adapter,production_reference,future material registration,True
cp_champion_geometry_source,geometry,CP,D:\project\worktrees\blue_apcd_cp_stage10_bw2a,work/cp/stage10-bw2a-dipole-smoke,1a5e8b72ffe39dd0ddde3ddcc537d9eaa8bbfa81,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_bw2_robust_narrowband_dimer_screen\stage10_cp_bw2_candidate_geometry.csv,4b8391b0028d831d9ea75f70108c9999556b2fce9786e8dc651e46694abe6351,copied,paper_a_broadband/references/cp/stage10_cp_bw2_candidate_geometry.csv,4b8391b0028d831d9ea75f70108c9999556b2fce9786e8dc651e46694abe6351,CP champion exact geometry,production_reference,machine-readable CP champion geometry source,True
cp_champion_geometry_canonical,geometry,CP,D:\project\worktrees\blue_apcd_paper_a_lp_cp_broadband_v1,work/paper-a-lp-cp-broadband-v1,e12858bfa404f55aa17ee57fdf9b99f72293d493,D:\project\worktrees\blue_apcd_paper_a_lp_cp_broadband_v1\paper_a_broadband\references\cp\champion_geometry.json,7e02d0d523b943d2863c4d9ff411c42f7eb1ffa20e03f05b0622a80972d4d711,copied,paper_a_broadband/templates/cp_champion/champion_geometry.json,7e02d0d523b943d2863c4d9ff411c42f7eb1ffa20e03f05b0622a80972d4d711,CP champion exact geometry canonical copy,production_reference,future diagnostic/integrated reference,True
cp_script_paper_a_cp_native_m1_revalidation_runner_py,script,CP,D:\project\worktrees\blue_apcd_cp_stage10_bw2a,work/cp/stage10-bw2a-dipole-smoke,1a5e8b72ffe39dd0ddde3ddcc537d9eaa8bbfa81,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\scripts\blue_stage10_cp_zprop_validation\paper_a_cp_native_m1_revalidation_runner.py,df5de8779a189e1840de94e6e3f9cbe429e7573079ef2fc7cd695245cdeee444,copied,paper_a_broadband/templates/cp_champion/paper_a_cp_native_m1_revalidation_runner.py,df5de8779a189e1840de94e6e3f9cbe429e7573079ef2fc7cd695245cdeee444,current-Native-M1 CP revalidation/postprocess,production_reference,CP reusable implementation provenance,True
cp_script_stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run_py,script,CP,D:\project\worktrees\blue_apcd_cp_stage10_bw2a,work/cp/stage10-bw2a-dipole-smoke,1a5e8b72ffe39dd0ddde3ddcc537d9eaa8bbfa81,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\scripts\blue_stage10_cp_zprop_validation\stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run.py,b5295863509ac05a0a58bf8972359905be6274f3f2891bb3cd883d14dc093484,copied,paper_a_broadband/templates/cp_champion/stage10_cp_dipole_bw2a_no_dbr_microled_xline_center_spectral_run.py,b5295863509ac05a0a58bf8972359905be6274f3f2891bb3cd883d14dc093484,current-Native-M1 CP revalidation/postprocess,production_reference,CP reusable implementation provenance,True
cp_evidence_cp_native_m1_full_spectra_csv,result,CP,D:\project\worktrees\blue_apcd_cp_stage10_bw2a,work/cp/stage10-bw2a-dipole-smoke,1a5e8b72ffe39dd0ddde3ddcc537d9eaa8bbfa81,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\reports\stage_paper_a_cp_current_native_broadband_revalidation_v1\cp_native_m1_full_spectra.csv,40750c565e5b6bd50f6bfc772c34dd4c285da09bb573a22581cb9c8e1902ebda,copied,paper_a_broadband/references/cp/cp_native_m1_full_spectra.csv,40750c565e5b6bd50f6bfc772c34dd4c285da09bb573a22581cb9c8e1902ebda,CP current-Native-M1 broadband reference,production_reference,positive CP broadband reference and zero-solver postprocess,True
cp_evidence_cp_native_m1_broadband_metrics_csv,result,CP,D:\project\worktrees\blue_apcd_cp_stage10_bw2a,work/cp/stage10-bw2a-dipole-smoke,1a5e8b72ffe39dd0ddde3ddcc537d9eaa8bbfa81,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\reports\stage_paper_a_cp_current_native_broadband_revalidation_v1\cp_native_m1_broadband_metrics.csv,f73428426e2edadd0fab9eb847ac953ce3ce2d738119ea1e5524ff58eb5958b6,copied,paper_a_broadband/references/cp/cp_native_m1_broadband_metrics.csv,f73428426e2edadd0fab9eb847ac953ce3ce2d738119ea1e5524ff58eb5958b6,CP current-Native-M1 broadband reference,production_reference,positive CP broadband reference and zero-solver postprocess,True
cp_evidence_cp_native_m1_mdc_weighted_metrics_csv,result,CP,D:\project\worktrees\blue_apcd_cp_stage10_bw2a,work/cp/stage10-bw2a-dipole-smoke,1a5e8b72ffe39dd0ddde3ddcc537d9eaa8bbfa81,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\reports\stage_paper_a_cp_current_native_broadband_revalidation_v1\cp_native_m1_mdc_weighted_metrics.csv,5b746222346fc814bf1df2c540782a690648e1b48073b7aeb8664447277bbd6b,copied,paper_a_broadband/references/cp/cp_native_m1_mdc_weighted_metrics.csv,5b746222346fc814bf1df2c540782a690648e1b48073b7aeb8664447277bbd6b,CP current-Native-M1 broadband reference,production_reference,positive CP broadband reference and zero-solver postprocess,True
cp_evidence_cp_native_m1_zero_solver_closeout_json,result,CP,D:\project\worktrees\blue_apcd_cp_stage10_bw2a,work/cp/stage10-bw2a-dipole-smoke,1a5e8b72ffe39dd0ddde3ddcc537d9eaa8bbfa81,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\reports\stage_paper_a_cp_current_native_broadband_revalidation_v1\cp_native_m1_zero_solver_closeout.json,25421030bb605f68c973c8b98420ea58fde1e5b10b8605505a760ec2dcd53dcd,copied,paper_a_broadband/references/cp/cp_native_m1_zero_solver_closeout.json,25421030bb605f68c973c8b98420ea58fde1e5b10b8605505a760ec2dcd53dcd,CP current-Native-M1 broadband reference,production_reference,positive CP broadband reference and zero-solver postprocess,True
cp_evidence_physics_contract_json,result,CP,D:\project\worktrees\blue_apcd_cp_stage10_bw2a,work/cp/stage10-bw2a-dipole-smoke,1a5e8b72ffe39dd0ddde3ddcc537d9eaa8bbfa81,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\reports\stage_paper_a_cp_current_native_broadband_revalidation_v1\physics_contract.json,ef6cce61c975f02ce1201f4d72dd989abe878e1fc555947c213cc61beffe576a,copied,paper_a_broadband/references/cp/physics_contract.json,ef6cce61c975f02ce1201f4d72dd989abe878e1fc555947c213cc61beffe576a,CP current-Native-M1 broadband reference,production_reference,positive CP broadband reference and zero-solver postprocess,True
cp_evidence_setup_audit_json,result,CP,D:\project\worktrees\blue_apcd_cp_stage10_bw2a,work/cp/stage10-bw2a-dipole-smoke,1a5e8b72ffe39dd0ddde3ddcc537d9eaa8bbfa81,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\reports\stage_paper_a_cp_current_native_broadband_revalidation_v1\setup_audit.json,96bf2eb7820beb90e95cfa1845f7fff7acee27fd8c9856646dff892b227da510,copied,paper_a_broadband/references/cp/setup_audit.json,96bf2eb7820beb90e95cfa1845f7fff7acee27fd8c9856646dff892b227da510,CP current-Native-M1 broadband reference,production_reference,positive CP broadband reference and zero-solver postprocess,True
cp_evidence_audit_json,result,CP,D:\project\worktrees\blue_apcd_cp_stage10_bw2a,work/cp/stage10-bw2a-dipole-smoke,1a5e8b72ffe39dd0ddde3ddcc537d9eaa8bbfa81,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\reports\stage_paper_a_cp_current_native_broadband_revalidation_v1\audit.json,abe65009ec6e2b5c23c56fc5c34167d11cb7f624c3fa3949b7d340de714ecb67,copied,paper_a_broadband/references/cp/audit.json,abe65009ec6e2b5c23c56fc5c34167d11cb7f624c3fa3949b7d340de714ecb67,CP current-Native-M1 broadband reference,production_reference,positive CP broadband reference and zero-solver postprocess,True
cp_evidence_report_md,result,CP,D:\project\worktrees\blue_apcd_cp_stage10_bw2a,work/cp/stage10-bw2a-dipole-smoke,1a5e8b72ffe39dd0ddde3ddcc537d9eaa8bbfa81,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\reports\stage_paper_a_cp_current_native_broadband_revalidation_v1\report.md,b57cacaf81ba7d07bf43ff96d8313640507b5ef7be2e61fdc7ddff1dd2d4ed8b,copied,paper_a_broadband/references/cp/report.md,b57cacaf81ba7d07bf43ff96d8313640507b5ef7be2e61fdc7ddff1dd2d4ed8b,CP current-Native-M1 broadband reference,production_reference,positive CP broadband reference and zero-solver postprocess,True
cp_x_provenance,provenance,CP,D:\project\worktrees\blue_apcd_cp_stage10_bw2a,work/cp/stage10-bw2a-dipole-smoke,1a5e8b72ffe39dd0ddde3ddcc537d9eaa8bbfa81,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\provenance.json,e65d265187d8336b3b8c4f8e5b5b0d146d4603c63337db583d0bf5b29713ec90,copied,paper_a_broadband/references/cp/CP_NATIVE_M1_CENTER_X_provenance.json,e65d265187d8336b3b8c4f8e5b5b0d146d4603c63337db583d0bf5b29713ec90,current-Native-M1 CP entered solver provenance,production_reference,FSP/log lineage audit,True
cp_x_solver_log,solver_log,CP,D:\project\worktrees\blue_apcd_cp_stage10_bw2a,work/cp/stage10-bw2a-dipole-smoke,1a5e8b72ffe39dd0ddde3ddcc537d9eaa8bbfa81,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_X\attempt_001\CP_NATIVE_M1_CENTER_X_run_p0.log,50b94c922aa88f117729231e96a326ca6ed70afadcbb3b2aeb24257659719289,copied,paper_a_broadband/runtime/reusable_fsp/cp/CP_NATIVE_M1_CENTER_X_run_p0.log,50b94c922aa88f117729231e96a326ca6ed70afadcbb3b2aeb24257659719289,current-Native-M1 CP solver log,production_reference,CP reusable FSP lineage,True
cp_y_provenance,provenance,CP,D:\project\worktrees\blue_apcd_cp_stage10_bw2a,work/cp/stage10-bw2a-dipole-smoke,1a5e8b72ffe39dd0ddde3ddcc537d9eaa8bbfa81,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_Y\attempt_001\provenance.json,b166819b48cd44b27869b149f182ce17beac6c208ce501eaa06d22c67162edd6,copied,paper_a_broadband/references/cp/CP_NATIVE_M1_CENTER_Y_provenance.json,b166819b48cd44b27869b149f182ce17beac6c208ce501eaa06d22c67162edd6,current-Native-M1 CP entered solver provenance,production_reference,FSP/log lineage audit,True
cp_y_solver_log,solver_log,CP,D:\project\worktrees\blue_apcd_cp_stage10_bw2a,work/cp/stage10-bw2a-dipole-smoke,1a5e8b72ffe39dd0ddde3ddcc537d9eaa8bbfa81,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\_runtime\stage_paper_a_cp_current_native_broadband_revalidation_v1\cases\CP_NATIVE_M1_CENTER_Y\attempt_001\CP_NATIVE_M1_CENTER_Y_run_p0.log,44b03b5cf1aec4b10836012218353d1315910834975ed2727d4e47827f2fc3f3,copied,paper_a_broadband/runtime/reusable_fsp/cp/CP_NATIVE_M1_CENTER_Y_run_p0.log,44b03b5cf1aec4b10836012218353d1315910834975ed2727d4e47827f2fc3f3,current-Native-M1 CP solver log,production_reference,CP reusable FSP lineage,True
mdc_best_candidate_record_json,result,MDC,D:\project\worktrees\blue_apcd_mdc_defect_450,mdc_defect_450_top_filter,40dedf4098fa0ca19e0e5f0e3395e73fb4949c53,D:\project\worktrees\blue_apcd_mdc_defect_450\outputs\mdc_device_closure_figures_v1\best_candidate_record.json,f60864b46fdaddb65d01e67948f4e77f5d30300e25071f78710e5f54c07ecde9,copied,paper_a_broadband/references/mdc/best_candidate_record.json,f60864b46fdaddb65d01e67948f4e77f5d30300e25071f78710e5f54c07ecde9,MDC ZL-1 alternative frozen FDTD output weighting,production_reference,relative source-weighting and FWHM evidence,True
mdc_spectral_profiles_420_480_plot_data_csv,result,MDC,D:\project\worktrees\blue_apcd_mdc_defect_450,mdc_defect_450_top_filter,40dedf4098fa0ca19e0e5f0e3395e73fb4949c53,D:\project\worktrees\blue_apcd_mdc_defect_450\outputs\mdc_device_closure_figures_v1\spectral_profiles_420_480_plot_data.csv,c88e161bd45a6db507acb5c4ab90d1b02cc4ba3828a83aedd1938b3a766d8f5d,copied,paper_a_broadband/references/mdc/spectral_profiles_420_480_plot_data.csv,c88e161bd45a6db507acb5c4ab90d1b02cc4ba3828a83aedd1938b3a766d8f5d,MDC ZL-1 alternative frozen FDTD output weighting,production_reference,relative source-weighting and FWHM evidence,True
mdc_spectral_fwhm_summary_plot_data_csv,result,MDC,D:\project\worktrees\blue_apcd_mdc_defect_450,mdc_defect_450_top_filter,40dedf4098fa0ca19e0e5f0e3395e73fb4949c53,D:\project\worktrees\blue_apcd_mdc_defect_450\outputs\mdc_device_closure_figures_v1\spectral_fwhm_summary_plot_data.csv,c84054ece90adb89377053aa65f34083defa6bf287b8b70cc9fc6ac4750af385,copied,paper_a_broadband/references/mdc/spectral_fwhm_summary_plot_data.csv,c84054ece90adb89377053aa65f34083defa6bf287b8b70cc9fc6ac4750af385,MDC ZL-1 alternative frozen FDTD output weighting,production_reference,relative source-weighting and FWHM evidence,True
