candidate_id,round,split,category,exact_geometry_hash_sha256,canonical_relative_geometry_hash_sha256,symmetry_equivalence_geometry_hash_sha256,quarantine_status
LPML_R1_BOUNDARY_FAILURE_238,ROUND1,train,BOUNDARY_FAILURE,58f98ddefa0a25e74388d2a66a1134f344033b04dffdb329a6bfd573d185e561,c33900c2601a2515e6faf3d9f143f4d71999770d75237f0f7b3094674f7dcba5,19adc19c5c3c5caff19cedf7eaa1245f12463e4ef7d2b2fd9c29636d7996c0bb,NOT_QUARANTINED
LPML_R1_BOUNDARY_FAILURE_239,ROUND1,train,BOUNDARY_FAILURE,a08e633f46860079d98e1b09a2aa819ea7c3631bb73c49f0426c8fa49db2385a,fa7924659a51f8a74ea7e3f3343804c837c034dc53cf028c2b8c69aaff5683df,b9879df0e88009a6ac4632c7bc4c75c9f15728e839ff876328e343254b0fd6f4,NOT_QUARANTINED
LPML_R1_BOUNDARY_FAILURE_240,ROUND1,train,BOUNDARY_FAILURE,48d04f493ec6718d1dd8a8858d4baf74a751f4df3f74337cba9d4ac96547fe5c,fccfac65f329b2931f4653c1186798dd0efc6f0e9ccd2e03b73bc9f3b023d8c8,6ec09262400778e227009fc186315399a33f3fa45aa12cc67791c68ff0c2eae0,NOT_QUARANTINED
LPML_R1_BOUNDARY_FAILURE_241,ROUND1,train,BOUNDARY_FAILURE,98fb23709be7a1cc9ef3e8af2f8a37100dd44617006ed568d1b90e0a047d485f,df3fb2979c6f3d93178984ad430928700f27935faf34314cf53685c1dbe4c19f,467c56d365e263e609952efc5fe75ffa8904a4c7d648ad585ca232be10ee9f5c,NOT_QUARANTINED
LPML_R1_BOUNDARY_FAILURE_242,ROUND1,train,BOUNDARY_FAILURE,618267d72786bffcea472967879157348412596642d013d1a49b115895f2625a,19b6397a9f380d8305a644c10eebf62803a4be0bea2370d4bedaca4a465c83ca,51a4da208b24b5ab911bbef5e4dc8fa137217147888e0f9f77b9d940bf0d6dab,NOT_QUARANTINED
LPML_R1_BOUNDARY_FAILURE_243,ROUND1,train,BOUNDARY_FAILURE,fc92be218f5888d40772c243bd5dff0406f20e51037af652b4e68037a9de38dd,e032c43132794a4f3a38c64b7970250174761c5f25dcfa22e542ddcea4cc7bc0,46aba7c7518d1967d6b047de24cb89b282901559e959d52d51d667bd79579f63,NOT_QUARANTINED
LPML_R1_BOUNDARY_FAILURE_244,ROUND1,train,BOUNDARY_FAILURE,858d352170f65fc511ce325b66380d128b0280846d388871159373d76310fb2c,6e5d6392cec9bb7e0d362cadb5a77bbc92b5ab018ca14d868cf34e75d48b9984,1bda4058e4c8e83ce9144430a99e2445e53e9e169515822545e381447da5a6cf,NOT_QUARANTINED
LPML_R1_BOUNDARY_FAILURE_245,ROUND1,validation,BOUNDARY_FAILURE,ac6ef16c3ac9ee4d9a76ba59ec4601438f9135f0fb5a5e0caa6d7bbee169a192,3c8bd7841a4865b695ba8996edc6d3df8c67361e1258565bc9723b9ab4e06b7a,3b250b585fa45e0d40bdf4d448eb772540c71f7a4f07e35988697cedb78d3a63,NOT_QUARANTINED
LPML_R1_BOUNDARY_FAILURE_246,ROUND1,validation,BOUNDARY_FAILURE,3785265700924bbbb2b01da5201a1d0a0cd2fca5cfe93ea06ca957b03041b7ed,d9aed92284b8fc1b56996bac0adf0c18a152852b0b50cd58bf6ab4044953f9ec,f1bb31572d605f76c616b27df4a41b9ae90ddba23425421d950b0109db5e03d6,NOT_QUARANTINED
LPML_R1_BOUNDARY_FAILURE_247,ROUND1,validation,BOUNDARY_FAILURE,8c18b2894a40f1e62fd167a9deb907eadebb84114b5a55fdd3f95cb066002f88,5c6c9d43937716fdc21cf4ca614ade47cb8b866de7548b74a0054f54d8e55d02,0c00380103a85318f768c52d23ce166a1524be0e69031ce3e7d72217daca5a62,NOT_QUARANTINED
LPML_R1_BOUNDARY_FAILURE_248,ROUND1,train,BOUNDARY_FAILURE,b72297bbce10962740002f58f0720d4396d5a7f4e0c2ad09c3aadcf8aac18bd6,5b80ab6fea5748cc2865349556e96357095bf99a470df3d7c537ef2fc101b4a8,70f6974a4b1a3e568ffd73b2594d1745127491549751d23175646669748e4ce2,NOT_QUARANTINED
LPML_R1_BOUNDARY_FAILURE_249,ROUND1,train,BOUNDARY_FAILURE,9aaf7adfad55e2f653ade2a222b11c074a30e53abf9c7dcf951aeac0d3bfee6d,e66bf3330653478d38e869b89e4c8c02ba33f527144a763056d2a938702fa215,92e2c576f60ea550c3345d0f82262da1e2874f2529cfd9837cd360f91eb7cae3,NOT_QUARANTINED
LPML_R1_BOUNDARY_FAILURE_250,ROUND1,train,BOUNDARY_FAILURE,277cc4f777dcc1d7fee7648e3d3b66a89da95d5a891a5bc4190d5d69019fb6af,d53186fae3dabda409a68b3638a9a437af28413512a42c6a036acec218d3a1d3,7dfb710ac52a1df6048ff68685ace756255687abb18b6b7742f2af5b32ce22c3,NOT_QUARANTINED
LPML_R1_BOUNDARY_FAILURE_251,ROUND1,train,BOUNDARY_FAILURE,f9f705a03279eb1368d14664cc68761a91d38c4f20d2f3a28aeab525e56ab0e0,621bd6d0d3ef5cc62a111251411a738559e4a4b454bb045a57a7709b7fc55daf,01e33ec5d059fe4bcac5b7372fbb4bfdb694f6c2bf4f94f8f8ffefd2f5a231ed,NOT_QUARANTINED
LPML_R1_BOUNDARY_FAILURE_252,ROUND1,train,BOUNDARY_FAILURE,51cb6cc8a2cf8c778c94d0398ad7fcb6ad0bedceb3ff8d404210c44fa5217457,3e5a70f43ab69f1606937e666121c0e98a089a7a1aaa5724b2c2f016dcbfc5d0,7caf602cad5394e1cb330544433fbfd68163d0dc44f182f4591da06d4c2f9ad8,NOT_QUARANTINED
LPML_R1_BOUNDARY_FAILURE_253,ROUND1,test,BOUNDARY_FAILURE,1dad9d0a5c084897b66b372a5c7e6bf4a1f09dc8a6be17dc8941d3f1b6a3cb8c,b808e2c7bdea8cf907e861491ce22ac1702ccae71b939c369f938ecd66e8d1b6,ded92541d98cc8aa334efa4e1aa7ba364bf6f5f72869089104db72d86b297b7e,NOT_QUARANTINED
LPML_R1_BOUNDARY_FAILURE_254,ROUND1,train,BOUNDARY_FAILURE,3bb936d16281a37217b8cc5fba7c88cd91a664d42e8912753dee23955bdb3138,545677f9e7581e3af5c099de1b3bd106df1de6ae872caa3df35d123778690933,0cb275592a34932c8629ce0cf96a3ca56f2b3e02ce8e055d76be01710296c29c,NOT_QUARANTINED
LPML_R1_BOUNDARY_FAILURE_255,ROUND1,test,BOUNDARY_FAILURE,d8c7ecc271bd853f3800005ac8bde38f8cccab65d418200e3823b938fc40c146,b869854b983f31b8aa8d9005870d18d71b497629231482b163f114e0184ae50a,12a37cd9640372e1bd74c54fc372c7a9216ae9d051aee48a2420f7b3a2c3c1c4,NOT_QUARANTINED
LPML_R1_BOUNDARY_FAILURE_256,ROUND1,train,BOUNDARY_FAILURE,5100b15bae068e94a5020aba64223acc5caff753dd931b7d2d19a1addf4889b0,a22747fac0e6e7dbfbbc007679b2a1e1c284418089b382fc834ab258a8d96dcd,36a76a67f74500efaa5bc4b93d3dba26f852fa25c0e7aa8c11aa621f1fbe27a4,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_001,ROUND1,train,GLOBAL_SOBOL,7e0266a84191c1bb7f029d5e94e09c1744dae0262c18ada6857918e04995561d,c9ea3f67cfd2d42f721287e1c60edd80c1f99b386d30f7ebc73ae67b8f450ae8,ba93c1845976709365f4e1fcfe86a54749edd945ee114e70bf429dc7e31409be,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_002,ROUND1,train,GLOBAL_SOBOL,c4a870c85d7e72817465811491a3316fcabd28c16794fde9ffb73276ee150aac,9e63a3bfc846a4906b9be44e19f969aa9743c172d960541ef358880fbbae9a97,94be949f009c4a48941dfc040172672e4309fb6d654f9f9c2e46279c5f891697,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_003,ROUND1,train,GLOBAL_SOBOL,5f994a20dcaed5e2a898537b1113544bdfe9f85ee147ea86db3c6b5add55be82,eadb7f274198c3c2e39bcd1af335f0f54b7dc71f95512c4d344c6d2509af4a4c,9286c83de1924d1bd39e1e4aa4955b7b227445da78bfab1a8a17a6f77d88ae10,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_004,ROUND1,train,GLOBAL_SOBOL,1e9eb04e46b8530ec34e803209f4ec91f329826f31b1c7992e2908ac8cdbbfdb,48cdc0c69ec503dbd2047eeb147deb37c5f1ac50896af776ec21450642777f7f,50651c65e00a06a3b15f9be344b1dec6052fa61814721efa7cf176a3f0006fa7,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_005,ROUND1,test,GLOBAL_SOBOL,62cb2bad2ecb60de6d49e7d98f7d3989be0d12238955f88f2a06b9f0f24abf99,506f4b861817fc45f8e993ce3465ad309079a2b06916d2e412c41cf3d2515980,9a6cedef3e27184d5b5b2ae275615464ce83a65a151621768333456d2316e72f,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_006,ROUND1,train,GLOBAL_SOBOL,d998d37b32554a27b102fa981b09f3e3254e5f19b7a04c9239f98d6e48bdf246,ec042ed231c0f19a47ad74e43c370e82bf02780ae296ea59612adef616c61af5,0375882bde21c85ebfec1d47ee8ac96f95e10fae72846bf51f948cca9eb75f04,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_007,ROUND1,train,GLOBAL_SOBOL,d9d8b382c32ed5a6610bf86c65f30e921f335bd8cbb8a83e115489f55559a93b,5b7bd1ab0676f3180308865a3212b56a8f3b6ac4a2ebf0f3ee5102413c5f1f1b,01ea20cc496de0e2645cf26bbc815a5972ce394f78770bb0a14ca7184bb8b2a9,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_008,ROUND1,test,GLOBAL_SOBOL,dd0ad27415b70ac619ddeb729d20d9227b9c325b2770e41f9bb141a47462fcb2,b865047718e85946e7593183c64ec655ebf749c15df4245d7f11a12f9336293f,645de300279a744bdd8f5b28103d7279a5103a9e13509b7ee5d695e9057b5614,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_009,ROUND1,train,GLOBAL_SOBOL,e50a5a488e637c0b7a6027c205c482cd891ee1ec3f2d603336659aa413786cf5,cbe54cbfc98130732bd9900e69e149324ac4686f8d538edcce716205e39812e3,fcbc0688f765a0ecd75b02308e64646c88352c1cc8143af2e47f7f8d911fc764,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_010,ROUND1,train,GLOBAL_SOBOL,b9102cfa22df75bc9a9b4faba164c46de01d7d0e8d25d472a07149c304270df7,44869979dd1413523778b1245572ad3a379207be69b13197b956d5589ae88c91,64a8f250507600437dfbed5d1a29a28ad576bad29b85ec34857302c56f169d3f,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_011,ROUND1,validation,GLOBAL_SOBOL,ffd391a0f097d702fbc93685fe37f92d87887ce1b74011102cbcac818f8f568a,0ebe03e0802eb051e1571fbace9c4305c6de9d6d838edd1bef17f682a883e43c,8e5e8fa1197e4491c72e65da1e6701fa5bd228126254230f1c15aa4ba54cce6c,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_012,ROUND1,train,GLOBAL_SOBOL,029a7e27700db1709cdda224b0fd26e01497455f44389c620e8365aeb95dfd8c,ab7e217a47c486bdefd216712be97a15487974bd2d59a4723c0b99a9d6ed2aff,9319cdbc8e44e98c17e5ba11c8057cf4989d7f6db69f461730423d1159ca370e,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_013,ROUND1,train,GLOBAL_SOBOL,70037d07457c9593c78d1bbc8bb358e6970c04c5c520d0c7ac77e5e6a26152b5,d2c905ab1062ca5a47546385cd2e7df731bbb74595df3c41dd93a44e3029e2ca,be25be85306b89f675e4eb2969b66571fdad2668f711fa559d77e1e62770f661,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_014,ROUND1,train,GLOBAL_SOBOL,da14685f3d9c20a7262d1afe9805f2cb9cb861e38d7b61dd40efc0f8bdb9c3bf,6e9135162517b1413a1712ac5f9aab1ced9cf0878cc76a69cf1bbf4ee14f11de,833bb5a0d0b1610b6f3e4ddd83ecb13abc29430672a696d47e78446de162e3e3,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_015,ROUND1,train,GLOBAL_SOBOL,162f7b76936f295f9a02464524097be676d511cd43755d5973f61a302e80d39c,73cde97af5c0e9f99752011209b3d9388871502bb1a49cc5b85a4e0c4670f75a,0f30b64df4861c0c4e906a5a13fda7d0e800c81db965cb131c7b7028217f7669,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_016,ROUND1,train,GLOBAL_SOBOL,bdc1e59eb700912d21eac89839dba86c1051c3ebf989a3e4cd9d83829572fe7a,56d01b473d6a964b70300f89c46dd3e95f4145e77e2e0679322d4d7585994316,5542ba7915e3ef023b9e3ff3879307bca69b684e4fcf17bba9790dc6cc6a5c5a,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_017,ROUND1,train,GLOBAL_SOBOL,90a68b07d0081c877b74aaca9a759f3c76bca2352ef3dbe8428cc9cc35b71f82,8bf3af9b8c6878f613e5a256a557248b1faef82cd0bb4e3200438ea8954882ec,052f75c6c243d0f6857de4ada104fb1400a8b7277e96e69f8129f7ca37e3b395,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_018,ROUND1,validation,GLOBAL_SOBOL,649d88d6fdb5aa292229567341976eaf7a9660d19631fc5ac37bd6769d257f1f,af561a4ba5e1cce6d93a6589fed0bb916479e6715459f56642188835dfc0d3ad,e883bffda4d6341c7ba6e50fd465d8f38eea6bb9a28f8a95cf5a0c26e35a5ace,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_019,ROUND1,train,GLOBAL_SOBOL,47191f56e54294387a502e1c34925d11fb60abea8ca9a7a36bc882913fb423b8,012a6616bf925922381a2852d14e4f7ed6c216d2aeb3a3db5b45772a2def16a9,a7dc0c2b78793b9a844f5569be1a42a7d79dcf88ab9e833509c6a30a95aa8623,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_020,ROUND1,train,GLOBAL_SOBOL,b73304004bbd824486d601f3581187eafe129f9b1356b586d8ecebc22e557f8e,a016aca1712ec6b9d57c636cd99cffebfbf3c8618b527216d2c4929a904942a7,488bab26205279f9ded68189df709a888a0aeffd7cb965a4a82fa9cf4ffe8848,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_021,ROUND1,validation,GLOBAL_SOBOL,eaf3dae4c660d6e5a2c3db2304e373ad31455340024ab2e1ad2028d738d82b22,71525c47804a6042f85b19831f05c7ba6affe02a714a0e62efba43ff76917279,7989795a4497f9d38696d452210c9a72568e6e7862c5992fc5d33bd8da74be57,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_022,ROUND1,validation,GLOBAL_SOBOL,8f062bbe99f1170e9e231e7abb39b85a24bcdfbc85d577f61a1f7cbb41349901,d9c53aa8a5ae1afbea83602be0b4e3b410ffee070a9dd9674bbb6b5485dc2a5f,903618e0c805c12dfc7a8cb22066da7e6453fbed69d9f029a65458000cea9cc2,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_023,ROUND1,train,GLOBAL_SOBOL,b891e7a5f2a6c2ac19f30ad2402b46eb51ac7f91907650dd889e9785c4cf22b7,20e3304a1c9d3651ea3262d16f6092839261756e7c615d895f39bcf1b90237c7,7cfd26a01b96aa353ceb6c80256b3f1bdb05fa94adf59f9a9f6af3c3058ac6d6,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_024,ROUND1,train,GLOBAL_SOBOL,50bcfeb7822e80b7e251e756a4dc3e714a81c326d230586963c1aa4f480c0963,311963771e00237f0f9fd45c6e42861d155c5009005d24b0f3a5bc1b7adae2d4,f96f0109ea53a5b0f97d40f38858fab52f1a3a5251495470cb611a5ab284ae7c,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_025,ROUND1,train,GLOBAL_SOBOL,1bf83fd23ecb92bdfb9f8b4aba194fccb130b5983b27f702c978bd04dd674120,d90aa0f4fce218894772ea1121461a445aa83f41f6b6ccb3f14372de43e0f09e,41b0a90e4b8df4d6c98dc034e2873a9ceb67bea7d2e563a6999d1410c480fb17,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_026,ROUND1,train,GLOBAL_SOBOL,40094426c2d1ec8c34ccbb20a70e0f9dc07d6c3e427ffc3f6942ebdc0cc2415f,d146cbfb7b26bb913eb5ef83376cece1752df856237435fc1bbb1adccb641748,55ef253ce276e67bd59477357b49ebac159a3b1393eeeee9ea0956c93e4538ca,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_027,ROUND1,validation,GLOBAL_SOBOL,f211b94fe3b10041daa8a76fb6db464443efd1e018ad280f60be356ffdef45fe,1a1a04f1dee1e2a84881552810d69e5f782967f68bc5e5fb793755be9869ffe9,bf134e825d6593d50732523bffeaaf03e41afce0ca625de560d648f1c65d2f33,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_028,ROUND1,test,GLOBAL_SOBOL,1af24b83ecbc3e680dbe55907777921dcabee99b9cdf50b287bc884464d0897c,28ffa55c1b2f3d0374b1da502ff259aa07fd3cddc9c80c26d918ac504398f73f,3f6f84fd7cfb0115a60350af6019893314842c5811455e061878d2c0981255b9,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_029,ROUND1,train,GLOBAL_SOBOL,78480ac30216091e83df27f6db7ff3c9937effbf8f680f14fe1761c7bfd0fa23,3bb3b4a33d307aa29dbd1a7a0e5903e92c430356053120736b62d8bf23985a98,1fd52fe9bfc5f4a3b25a4b409c97db8e44fa54594f41a5240d54c56b4243af4a,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_030,ROUND1,test,GLOBAL_SOBOL,4eae14bb2080237dfd62f118f15d0ccb2c0accd48c47d013062c15934b793def,34c163279eabc2d4ab0939deb5f3a47db8da414f0f57753f95bec0c694bf629a,99c27f0b8089ad30c3f0366ec3d398fa28d2f4a411ed66442be3111222a26ade,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_031,ROUND1,validation,GLOBAL_SOBOL,2785a7524c97e3b722fbaf29985698a3ab3e940a825686d83cdb797747285f39,b2ee2256b0baa5e2919713d3251f09d4a0ca6dcf910d7b48eab48502d9516a9a,e195a6a097dfc24f16d922ef0c516dc01518dcd997ca7453720dfa2e5c2f2873,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_032,ROUND1,test,GLOBAL_SOBOL,f8cf24ce73b5c30617e2f07f97a623188bb3a328eb285e123eaf6d4359953602,b0a7dbbb533aac6bca29c4240cfaa04542deb6d79eee8f9e7c4897c4276f631a,a3391858d140d1ea96779ecd2f277811c5102a77e828933ef9b54cb3f5beef6f,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_033,ROUND1,train,GLOBAL_SOBOL,e8dedd917dbddebe20442a7cbb081bdfe87e30526b429ce354ab3df99422bc66,7c0936f1ef088b8fde4bd302154a19755cb81946a3bedb88762780fa6ab6473b,28038beb72176c5d851ce4a9a30b2f49252c1785bbeae27b83ba91bebfb9d49f,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_034,ROUND1,train,GLOBAL_SOBOL,13797f64be8539ab6fac63f2dcc160c48a1ba5ca931bba5065590b361f090c04,47ffd22f673d3ef786c24482c724d81816d7ee1c48a0ab79b67918e33407a927,92021e07afe91cb3575a00c40679cb895bb917097c2751ffac351e09472fcdfc,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_035,ROUND1,train,GLOBAL_SOBOL,402b80ed39ce19acb1753082ebdfc5e7f7b5adc5a2b057fb134591906e3eb15c,55c25c6d5130a1aee7c78083a466fcc693e96c830f7d38a63a403b52925f7546,603b1d41851a4d679172a27e282d793f9d5d049c8b7497b63a8a14ec7f3ab9ff,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_036,ROUND1,train,GLOBAL_SOBOL,55b33895204ac7cc5b41ea27f70e34d243c14e359b0833741d74e585e767671e,6cb6dfdf81ca2cb9a3b9d285ac635b01c20a364044525336034ce3e23f6db380,0cf0fe08f1b5593521dc77c351a18cebab8eef531bc992a440a0b8f611e6a8b1,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_037,ROUND1,train,GLOBAL_SOBOL,70c3f21e25f5a52390b8d7f9ac9aedbacbb849f842edd13382dc8eeb84700f70,4bad575a625915799878fd8ec13f149a40aa9dc1547f95cfd3d718b48eba87e3,5618cb506781be0f7d065013c0cae8e9e4ce39c8b509b154dc22f584efa97ded,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_038,ROUND1,validation,GLOBAL_SOBOL,b57c4e2b9456fa2c09331b95640e2b390bfceb86a2be80484dc4d8572fb79ae2,306e7c585ebf7c351953fb2b755c69aac9f1f2b2484dd42955065353a55fabec,47aee0f89444c3c00857bcbc05a1d1cb2d546023a6b926a18eb95f19d76acd9b,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_039,ROUND1,validation,GLOBAL_SOBOL,3cfa86925cd5fc1b09a401139803ef5cd7794846f3a77096bbccb99cb4a3720d,59f4245caef71f02324559430436d8a78860f6f0c0a6d377ce92f5a037d8ee8e,3611301164dca9cff5ed0ea2f41aaa7b6cd2304b86406d1614130ec4db4c5155,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_040,ROUND1,test,GLOBAL_SOBOL,e8edd46ecce8ca151afcb4ace4d50b0776e5150886adbd9300fcf73b70bf439d,df7819f23d30d2199e975cf0159efff8d368e1a844fcf3fc978dad2f95a71c15,413edc0ff5d3e3bcc8900af4108ffe2af8ed46f18fd2231e3f32afcc483fd10c,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_041,ROUND1,train,GLOBAL_SOBOL,1c14725d9042b020cad438dd026635971a6d07923c539bfa2677d66e78baebd3,f4a142ad693a674cdfe0e63f49f43770797668d2e1e081877d26356a6865783b,772581098c3b9b022d9b3da9af9dd874749acb19f8c7b5c743f7ab29abc60ad0,NOT_QUARANTINED
LPML_R1_GLOBAL_SOBOL_042,ROUND1,validation,GLOBAL_SOBOL,5fe0b0ccb111a6c915c7fa4f88bcffbbcc024ea16e07e75fae1c58bf13014fc1,1246882505a0260ecec07d51ca975fe195e3b4ac132976c06822878f5aedf862,e4c60caa7e4c2c00fde171b0a6194bd06635a8af7a1aba5a308ba42c895000e3,NOT_QUARANTINED
