candidate_id,split,group_id,category,canonical_hash,symmetry_hash
LPML_R1_GLOBAL_SOBOL_017,train,LPML_R1_GLOBAL_SOBOL_017,GLOBAL_SOBOL,8bf3af9b8c6878f613e5a256a557248b1faef82cd0bb4e3200438ea8954882ec,052f75c6c243d0f6857de4ada104fb1400a8b7277e96e69f8129f7ca37e3b395
LPML_R1_GLOBAL_SOBOL_018,val,LPML_R1_GLOBAL_SOBOL_018,GLOBAL_SOBOL,af561a4ba5e1cce6d93a6589fed0bb916479e6715459f56642188835dfc0d3ad,e883bffda4d6341c7ba6e50fd465d8f38eea6bb9a28f8a95cf5a0c26e35a5ace
LPML_R1_GLOBAL_SOBOL_019,train,LPML_R1_GLOBAL_SOBOL_019,GLOBAL_SOBOL,012a6616bf925922381a2852d14e4f7ed6c216d2aeb3a3db5b45772a2def16a9,a7dc0c2b78793b9a844f5569be1a42a7d79dcf88ab9e833509c6a30a95aa8623
LPML_R1_GLOBAL_SOBOL_020,test,LPML_R1_GLOBAL_SOBOL_020,GLOBAL_SOBOL,a016aca1712ec6b9d57c636cd99cffebfbf3c8618b527216d2c4929a904942a7,488bab26205279f9ded68189df709a888a0aeffd7cb965a4a82fa9cf4ffe8848
LPML_R1_GLOBAL_SOBOL_021,val,LPML_R1_GLOBAL_SOBOL_021,GLOBAL_SOBOL,71525c47804a6042f85b19831f05c7ba6affe02a714a0e62efba43ff76917279,7989795a4497f9d38696d452210c9a72568e6e7862c5992fc5d33bd8da74be57
LPML_R1_GLOBAL_SOBOL_022,val,LPML_R1_GLOBAL_SOBOL_022,GLOBAL_SOBOL,d9c53aa8a5ae1afbea83602be0b4e3b410ffee070a9dd9674bbb6b5485dc2a5f,903618e0c805c12dfc7a8cb22066da7e6453fbed69d9f029a65458000cea9cc2
LPML_R1_GLOBAL_SOBOL_023,train,LPML_R1_GLOBAL_SOBOL_023,GLOBAL_SOBOL,20e3304a1c9d3651ea3262d16f6092839261756e7c615d895f39bcf1b90237c7,7cfd26a01b96aa353ceb6c80256b3f1bdb05fa94adf59f9a9f6af3c3058ac6d6
LPML_R1_GLOBAL_SOBOL_024,train,LPML_R1_GLOBAL_SOBOL_024,GLOBAL_SOBOL,311963771e00237f0f9fd45c6e42861d155c5009005d24b0f3a5bc1b7adae2d4,f96f0109ea53a5b0f97d40f38858fab52f1a3a5251495470cb611a5ab284ae7c
LPML_R1_GLOBAL_SOBOL_025,train,LPML_R1_GLOBAL_SOBOL_025,GLOBAL_SOBOL,d90aa0f4fce218894772ea1121461a445aa83f41f6b6ccb3f14372de43e0f09e,41b0a90e4b8df4d6c98dc034e2873a9ceb67bea7d2e563a6999d1410c480fb17
LPML_R1_GLOBAL_SOBOL_026,train,LPML_R1_GLOBAL_SOBOL_026,GLOBAL_SOBOL,d146cbfb7b26bb913eb5ef83376cece1752df856237435fc1bbb1adccb641748,55ef253ce276e67bd59477357b49ebac159a3b1393eeeee9ea0956c93e4538ca
LPML_R1_GLOBAL_SOBOL_027,train,LPML_R1_GLOBAL_SOBOL_027,GLOBAL_SOBOL,1a1a04f1dee1e2a84881552810d69e5f782967f68bc5e5fb793755be9869ffe9,bf134e825d6593d50732523bffeaaf03e41afce0ca625de560d648f1c65d2f33
LPML_R1_GLOBAL_SOBOL_028,train,LPML_R1_GLOBAL_SOBOL_028,GLOBAL_SOBOL,28ffa55c1b2f3d0374b1da502ff259aa07fd3cddc9c80c26d918ac504398f73f,3f6f84fd7cfb0115a60350af6019893314842c5811455e061878d2c0981255b9
LPML_R1_GLOBAL_SOBOL_029,train,LPML_R1_GLOBAL_SOBOL_029,GLOBAL_SOBOL,3bb3b4a33d307aa29dbd1a7a0e5903e92c430356053120736b62d8bf23985a98,1fd52fe9bfc5f4a3b25a4b409c97db8e44fa54594f41a5240d54c56b4243af4a
LPML_R1_GLOBAL_SOBOL_030,train,LPML_R1_GLOBAL_SOBOL_030,GLOBAL_SOBOL,34c163279eabc2d4ab0939deb5f3a47db8da414f0f57753f95bec0c694bf629a,99c27f0b8089ad30c3f0366ec3d398fa28d2f4a411ed66442be3111222a26ade
LPML_R1_GLOBAL_SOBOL_031,train,LPML_R1_GLOBAL_SOBOL_031,GLOBAL_SOBOL,b2ee2256b0baa5e2919713d3251f09d4a0ca6dcf910d7b48eab48502d9516a9a,e195a6a097dfc24f16d922ef0c516dc01518dcd997ca7453720dfa2e5c2f2873
LPML_R1_GLOBAL_SOBOL_032,train,LPML_R1_GLOBAL_SOBOL_032,GLOBAL_SOBOL,b0a7dbbb533aac6bca29c4240cfaa04542deb6d79eee8f9e7c4897c4276f631a,a3391858d140d1ea96779ecd2f277811c5102a77e828933ef9b54cb3f5beef6f
LPML_R1_GLOBAL_SOBOL_033,train,LPML_R1_GLOBAL_SOBOL_033,GLOBAL_SOBOL,7c0936f1ef088b8fde4bd302154a19755cb81946a3bedb88762780fa6ab6473b,28038beb72176c5d851ce4a9a30b2f49252c1785bbeae27b83ba91bebfb9d49f
LPML_R1_GLOBAL_SOBOL_034,test,LPML_R1_GLOBAL_SOBOL_034,GLOBAL_SOBOL,47ffd22f673d3ef786c24482c724d81816d7ee1c48a0ab79b67918e33407a927,92021e07afe91cb3575a00c40679cb895bb917097c2751ffac351e09472fcdfc
LPML_R1_GLOBAL_SOBOL_035,train,LPML_R1_GLOBAL_SOBOL_035,GLOBAL_SOBOL,55c25c6d5130a1aee7c78083a466fcc693e96c830f7d38a63a403b52925f7546,603b1d41851a4d679172a27e282d793f9d5d049c8b7497b63a8a14ec7f3ab9ff
LPML_R1_GLOBAL_SOBOL_036,val,LPML_R1_GLOBAL_SOBOL_036,GLOBAL_SOBOL,6cb6dfdf81ca2cb9a3b9d285ac635b01c20a364044525336034ce3e23f6db380,0cf0fe08f1b5593521dc77c351a18cebab8eef531bc992a440a0b8f611e6a8b1
LPML_R1_GLOBAL_SOBOL_037,train,LPML_R1_GLOBAL_SOBOL_037,GLOBAL_SOBOL,4bad575a625915799878fd8ec13f149a40aa9dc1547f95cfd3d718b48eba87e3,5618cb506781be0f7d065013c0cae8e9e4ce39c8b509b154dc22f584efa97ded
LPML_R1_GLOBAL_SOBOL_038,train,LPML_R1_GLOBAL_SOBOL_038,GLOBAL_SOBOL,306e7c585ebf7c351953fb2b755c69aac9f1f2b2484dd42955065353a55fabec,47aee0f89444c3c00857bcbc05a1d1cb2d546023a6b926a18eb95f19d76acd9b
LPML_R1_GLOBAL_SOBOL_039,test,LPML_R1_GLOBAL_SOBOL_039,GLOBAL_SOBOL,59f4245caef71f02324559430436d8a78860f6f0c0a6d377ce92f5a037d8ee8e,3611301164dca9cff5ed0ea2f41aaa7b6cd2304b86406d1614130ec4db4c5155
LPML_R1_GLOBAL_SOBOL_040,test,LPML_R1_GLOBAL_SOBOL_040,GLOBAL_SOBOL,df7819f23d30d2199e975cf0159efff8d368e1a844fcf3fc978dad2f95a71c15,413edc0ff5d3e3bcc8900af4108ffe2af8ed46f18fd2231e3f32afcc483fd10c
LPML_R1_GLOBAL_SOBOL_041,train,LPML_R1_GLOBAL_SOBOL_041,GLOBAL_SOBOL,f4a142ad693a674cdfe0e63f49f43770797668d2e1e081877d26356a6865783b,772581098c3b9b022d9b3da9af9dd874749acb19f8c7b5c743f7ab29abc60ad0
LPML_R1_GLOBAL_SOBOL_042,train,LPML_R1_GLOBAL_SOBOL_042,GLOBAL_SOBOL,1246882505a0260ecec07d51ca975fe195e3b4ac132976c06822878f5aedf862,e4c60caa7e4c2c00fde171b0a6194bd06635a8af7a1aba5a308ba42c895000e3
LPML_R1_GLOBAL_SOBOL_043,train,LPML_R1_GLOBAL_SOBOL_043,GLOBAL_SOBOL,43d955754afb89224fec660358d0b5277b855ab0587c78166ef021d2b25e3519,fc00faa5fdfc4690e01375b8f1127e0309531cda12a6a3ac26370c38566468fb
LPML_R1_GLOBAL_SOBOL_044,val,LPML_R1_GLOBAL_SOBOL_044,GLOBAL_SOBOL,31e25f778927400e12c9b9244be5ce6b7353ea2212d6118dc1630156257ba9cc,587597bd18a7178e585cf2ecc67bb7d9eca8059d32e45fc5ce6fae67fd94e3eb
LPML_R1_GLOBAL_SOBOL_045,train,LPML_R1_GLOBAL_SOBOL_045,GLOBAL_SOBOL,3362dc1dea750899867602e2027edbc4fd271331dd93161c40294a5db3d0aa4d,3d02fcc38eb63dab0135a77c4dfc7a1a6c48abd28736e9c2ceb7d1cce9fcf1a6
LPML_R1_GLOBAL_SOBOL_046,train,LPML_R1_GLOBAL_SOBOL_046,GLOBAL_SOBOL,2ab32923c2f08c92f778d7a538b2f9c405159ea0432bd5aeef1cec0151d9def5,89acbb4d4a68aa3506546ae496d0ba93ea060d952d6e2e4e45778c00f6a1b2f0
LPML_R1_GLOBAL_SOBOL_047,train,LPML_R1_GLOBAL_SOBOL_047,GLOBAL_SOBOL,fce07467bb021b62c4c0185bab50e83b338edf21bbc5435db41a06aaae6e24bb,f7b45fecf880ec994229d5477224590a2e53b37914a1caa7682680e48586c12f
LPML_R1_GLOBAL_SOBOL_048,test,LPML_R1_GLOBAL_SOBOL_048,GLOBAL_SOBOL,a01d98fc1af6af7417199a5f201473084e08294e62e520dec13ff732efc6f581,93515ecffa819ff507a10007f8a05a2fcef8a0d35c78d0a91014c5902df06b6b
LPML_R1_GLOBAL_SOBOL_049,train,LPML_R1_GLOBAL_SOBOL_049,GLOBAL_SOBOL,62fe5c6c87c14912d97da0cd57f13a8d8c6673f1f42443f3578a6ae97b5d7822,d409e3c05aaec16e0ece7d407bda329912735492af944bda62604cb4b18230be
LPML_R1_GLOBAL_SOBOL_050,test,LPML_R1_GLOBAL_SOBOL_050,GLOBAL_SOBOL,230f9551f8992cc196c89882faacc64e4f0481e62cd9e41a43c7ed4776b3088d,8b5176c4c6f60f7d4b4eae0821237bdabffe69767628af00ca4c554e50de0994
LPML_R1_GLOBAL_SOBOL_051,train,LPML_R1_GLOBAL_SOBOL_051,GLOBAL_SOBOL,29bda83baa7d38e0da93d5f5546d7061a1fdb6b3392c2952540971faf8fc596a,94da2cf3c0a86283b19e753809aed6546028e92803cd9503f903652bc31991d8
LPML_R1_GLOBAL_SOBOL_052,train,LPML_R1_GLOBAL_SOBOL_052,GLOBAL_SOBOL,fa039527613e9202dae8602bd59ed6afba80edb00f41ff44f9831b768de75d67,585e0141ad3c00cfaf70d54c3b711b518bcef33e4b59e8535e212254f8deb877
LPML_R1_GLOBAL_SOBOL_053,val,LPML_R1_GLOBAL_SOBOL_053,GLOBAL_SOBOL,31f6fcd997f494831e1991de9a1a87bcfe1fa1c81849a73cfe32d69856849215,3fe64ee454899a59d1e1ed3e643bd9d58e52ad292657bcd8c57c98a378c3d21f
LPML_R1_PHASE_REGION_129,train,LPML_R1_PHASE_REGION_129,PHASE_REGION,7781b2b3c19c94c0525ed31a7817d8cecd3de1df345b117090331c52236f7980,74b88b52ccc3895a9abe61c86a2c875f49a68743ea034659beb0711210e2ea13
LPML_R1_PHASE_REGION_130,val,LPML_R1_PHASE_REGION_130,PHASE_REGION,85e2be42abb6ee1720272d84ae6936beeaf1f9cbe41e4183ba692afdd7489184,089c2f268987e62bf4ef014489c54e504c6bf23d07a88ceefabc0405cfc18da4
LPML_R1_PHASE_REGION_131,train,LPML_R1_PHASE_REGION_131,PHASE_REGION,e17ef9c50d23931868a139d16ee4417918ea5d052d3b560bed6af4175a70c63a,40be1557c8732b05ac1a257fcdbda528c24b11c893f959b6599aa40a05a6755a
LPML_R1_PHASE_REGION_132,train,LPML_R1_PHASE_REGION_132,PHASE_REGION,4a5bb14aad4f32c9dae244b34f496643e99def3045f0074d225ef0e7d8b8c579,ad002fccfd88cfc9a2c0684a6e6ee577f06b8b0365f1643163317ca1674ed3ba
LPML_R1_PROJECTOR_REGION_193,train,LPML_R1_PROJECTOR_REGION_193,PROJECTOR_REGION,d48e6700cf4dcf3737049f572ab81d060178ac530dc4780c2c1a35172ca0afc5,2d6f32e6cfedea0a394fba18b5964af1a7ec5ed79702bb0ff1fd01edee2ccc9d
LPML_R1_PROJECTOR_REGION_194,train,LPML_R1_PROJECTOR_REGION_194,PROJECTOR_REGION,df45c2d4a303db62b27b92fad121db2291736dcc48270d76d40faa3e328f1bb4,c285e195b7934aff14e6674786797648d700ecd879634dc440473d586313a525
