candidate_id,category,split,geometry_hash_sha256
LPML_R1_BOUNDARY_FAILURE_237,BOUNDARY_FAILURE,train,2ec484e262b6f129dc2ac1b6fe766a58b3ae83824b880dea571b05d73e0b4789
LPML_R1_BOUNDARY_FAILURE_238,BOUNDARY_FAILURE,train,58f98ddefa0a25e74388d2a66a1134f344033b04dffdb329a6bfd573d185e561
LPML_R1_BOUNDARY_FAILURE_239,BOUNDARY_FAILURE,train,a08e633f46860079d98e1b09a2aa819ea7c3631bb73c49f0426c8fa49db2385a
LPML_R1_BOUNDARY_FAILURE_240,BOUNDARY_FAILURE,train,48d04f493ec6718d1dd8a8858d4baf74a751f4df3f74337cba9d4ac96547fe5c
LPML_R1_BOUNDARY_FAILURE_241,BOUNDARY_FAILURE,train,98fb23709be7a1cc9ef3e8af2f8a37100dd44617006ed568d1b90e0a047d485f
LPML_R1_BOUNDARY_FAILURE_242,BOUNDARY_FAILURE,train,618267d72786bffcea472967879157348412596642d013d1a49b115895f2625a
LPML_R1_BOUNDARY_FAILURE_243,BOUNDARY_FAILURE,validation,fc92be218f5888d40772c243bd5dff0406f20e51037af652b4e68037a9de38dd
LPML_R1_BOUNDARY_FAILURE_244,BOUNDARY_FAILURE,train,858d352170f65fc511ce325b66380d128b0280846d388871159373d76310fb2c
LPML_R1_BOUNDARY_FAILURE_245,BOUNDARY_FAILURE,train,ac6ef16c3ac9ee4d9a76ba59ec4601438f9135f0fb5a5e0caa6d7bbee169a192
LPML_R1_BOUNDARY_FAILURE_246,BOUNDARY_FAILURE,train,3785265700924bbbb2b01da5201a1d0a0cd2fca5cfe93ea06ca957b03041b7ed
LPML_R1_BOUNDARY_FAILURE_247,BOUNDARY_FAILURE,validation,8c18b2894a40f1e62fd167a9deb907eadebb84114b5a55fdd3f95cb066002f88
LPML_R1_BOUNDARY_FAILURE_248,BOUNDARY_FAILURE,validation,b72297bbce10962740002f58f0720d4396d5a7f4e0c2ad09c3aadcf8aac18bd6
LPML_R1_BOUNDARY_FAILURE_249,BOUNDARY_FAILURE,train,9aaf7adfad55e2f653ade2a222b11c074a30e53abf9c7dcf951aeac0d3bfee6d
LPML_R1_BOUNDARY_FAILURE_250,BOUNDARY_FAILURE,train,277cc4f777dcc1d7fee7648e3d3b66a89da95d5a891a5bc4190d5d69019fb6af
LPML_R1_BOUNDARY_FAILURE_251,BOUNDARY_FAILURE,train,f9f705a03279eb1368d14664cc68761a91d38c4f20d2f3a28aeab525e56ab0e0
LPML_R1_BOUNDARY_FAILURE_252,BOUNDARY_FAILURE,train,51cb6cc8a2cf8c778c94d0398ad7fcb6ad0bedceb3ff8d404210c44fa5217457
LPML_R1_BOUNDARY_FAILURE_253,BOUNDARY_FAILURE,train,1dad9d0a5c084897b66b372a5c7e6bf4a1f09dc8a6be17dc8941d3f1b6a3cb8c
LPML_R1_BOUNDARY_FAILURE_254,BOUNDARY_FAILURE,train,3bb936d16281a37217b8cc5fba7c88cd91a664d42e8912753dee23955bdb3138
LPML_R1_BOUNDARY_FAILURE_255,BOUNDARY_FAILURE,train,d8c7ecc271bd853f3800005ac8bde38f8cccab65d418200e3823b938fc40c146
LPML_R1_BOUNDARY_FAILURE_256,BOUNDARY_FAILURE,train,5100b15bae068e94a5020aba64223acc5caff753dd931b7d2d19a1addf4889b0
LPML_R1_GLOBAL_SOBOL_001,GLOBAL_SOBOL,test,7e0266a84191c1bb7f029d5e94e09c1744dae0262c18ada6857918e04995561d
LPML_R1_GLOBAL_SOBOL_002,GLOBAL_SOBOL,test,c4a870c85d7e72817465811491a3316fcabd28c16794fde9ffb73276ee150aac
LPML_R1_GLOBAL_SOBOL_003,GLOBAL_SOBOL,test,5f994a20dcaed5e2a898537b1113544bdfe9f85ee147ea86db3c6b5add55be82
LPML_R1_GLOBAL_SOBOL_004,GLOBAL_SOBOL,train,1e9eb04e46b8530ec34e803209f4ec91f329826f31b1c7992e2908ac8cdbbfdb
LPML_R1_GLOBAL_SOBOL_005,GLOBAL_SOBOL,train,62cb2bad2ecb60de6d49e7d98f7d3989be0d12238955f88f2a06b9f0f24abf99
LPML_R1_GLOBAL_SOBOL_006,GLOBAL_SOBOL,train,d998d37b32554a27b102fa981b09f3e3254e5f19b7a04c9239f98d6e48bdf246
LPML_R1_GLOBAL_SOBOL_007,GLOBAL_SOBOL,train,d9d8b382c32ed5a6610bf86c65f30e921f335bd8cbb8a83e115489f55559a93b
LPML_R1_GLOBAL_SOBOL_008,GLOBAL_SOBOL,train,dd0ad27415b70ac619ddeb729d20d9227b9c325b2770e41f9bb141a47462fcb2
LPML_R1_GLOBAL_SOBOL_009,GLOBAL_SOBOL,test,e50a5a488e637c0b7a6027c205c482cd891ee1ec3f2d603336659aa413786cf5
LPML_R1_GLOBAL_SOBOL_010,GLOBAL_SOBOL,train,b9102cfa22df75bc9a9b4faba164c46de01d7d0e8d25d472a07149c304270df7
LPML_R1_GLOBAL_SOBOL_011,GLOBAL_SOBOL,train,ffd391a0f097d702fbc93685fe37f92d87887ce1b74011102cbcac818f8f568a
LPML_R1_GLOBAL_SOBOL_012,GLOBAL_SOBOL,train,029a7e27700db1709cdda224b0fd26e01497455f44389c620e8365aeb95dfd8c
LPML_R1_GLOBAL_SOBOL_013,GLOBAL_SOBOL,train,70037d07457c9593c78d1bbc8bb358e6970c04c5c520d0c7ac77e5e6a26152b5
LPML_R1_GLOBAL_SOBOL_014,GLOBAL_SOBOL,train,da14685f3d9c20a7262d1afe9805f2cb9cb861e38d7b61dd40efc0f8bdb9c3bf
LPML_R1_GLOBAL_SOBOL_015,GLOBAL_SOBOL,validation,162f7b76936f295f9a02464524097be676d511cd43755d5973f61a302e80d39c
LPML_R1_GLOBAL_SOBOL_016,GLOBAL_SOBOL,validation,bdc1e59eb700912d21eac89839dba86c1051c3ebf989a3e4cd9d83829572fe7a
LPML_R1_GLOBAL_SOBOL_017,GLOBAL_SOBOL,test,90a68b07d0081c877b74aaca9a759f3c76bca2352ef3dbe8428cc9cc35b71f82
LPML_R1_GLOBAL_SOBOL_018,GLOBAL_SOBOL,train,649d88d6fdb5aa292229567341976eaf7a9660d19631fc5ac37bd6769d257f1f
LPML_R1_GLOBAL_SOBOL_019,GLOBAL_SOBOL,train,47191f56e54294387a502e1c34925d11fb60abea8ca9a7a36bc882913fb423b8
LPML_R1_GLOBAL_SOBOL_020,GLOBAL_SOBOL,test,b73304004bbd824486d601f3581187eafe129f9b1356b586d8ecebc22e557f8e
LPML_R1_GLOBAL_SOBOL_021,GLOBAL_SOBOL,validation,eaf3dae4c660d6e5a2c3db2304e373ad31455340024ab2e1ad2028d738d82b22
LPML_R1_GLOBAL_SOBOL_022,GLOBAL_SOBOL,test,8f062bbe99f1170e9e231e7abb39b85a24bcdfbc85d577f61a1f7cbb41349901
LPML_R1_GLOBAL_SOBOL_023,GLOBAL_SOBOL,train,b891e7a5f2a6c2ac19f30ad2402b46eb51ac7f91907650dd889e9785c4cf22b7
LPML_R1_GLOBAL_SOBOL_024,GLOBAL_SOBOL,train,50bcfeb7822e80b7e251e756a4dc3e714a81c326d230586963c1aa4f480c0963
LPML_R1_GLOBAL_SOBOL_025,GLOBAL_SOBOL,test,1bf83fd23ecb92bdfb9f8b4aba194fccb130b5983b27f702c978bd04dd674120
LPML_R1_GLOBAL_SOBOL_026,GLOBAL_SOBOL,train,40094426c2d1ec8c34ccbb20a70e0f9dc07d6c3e427ffc3f6942ebdc0cc2415f
LPML_R1_GLOBAL_SOBOL_027,GLOBAL_SOBOL,test,f211b94fe3b10041daa8a76fb6db464443efd1e018ad280f60be356ffdef45fe
LPML_R1_GLOBAL_SOBOL_028,GLOBAL_SOBOL,train,1af24b83ecbc3e680dbe55907777921dcabee99b9cdf50b287bc884464d0897c
LPML_R1_GLOBAL_SOBOL_029,GLOBAL_SOBOL,train,78480ac30216091e83df27f6db7ff3c9937effbf8f680f14fe1761c7bfd0fa23
LPML_R1_GLOBAL_SOBOL_030,GLOBAL_SOBOL,train,4eae14bb2080237dfd62f118f15d0ccb2c0accd48c47d013062c15934b793def
LPML_R1_GLOBAL_SOBOL_031,GLOBAL_SOBOL,train,2785a7524c97e3b722fbaf29985698a3ab3e940a825686d83cdb797747285f39
LPML_R1_GLOBAL_SOBOL_032,GLOBAL_SOBOL,train,f8cf24ce73b5c30617e2f07f97a623188bb3a328eb285e123eaf6d4359953602
LPML_R1_GLOBAL_SOBOL_033,GLOBAL_SOBOL,validation,e8dedd917dbddebe20442a7cbb081bdfe87e30526b429ce354ab3df99422bc66
LPML_R1_GLOBAL_SOBOL_034,GLOBAL_SOBOL,validation,13797f64be8539ab6fac63f2dcc160c48a1ba5ca931bba5065590b361f090c04
LPML_R1_GLOBAL_SOBOL_035,GLOBAL_SOBOL,validation,402b80ed39ce19acb1753082ebdfc5e7f7b5adc5a2b057fb134591906e3eb15c
LPML_R1_GLOBAL_SOBOL_036,GLOBAL_SOBOL,test,55b33895204ac7cc5b41ea27f70e34d243c14e359b0833741d74e585e767671e
LPML_R1_GLOBAL_SOBOL_037,GLOBAL_SOBOL,validation,70c3f21e25f5a52390b8d7f9ac9aedbacbb849f842edd13382dc8eeb84700f70
LPML_R1_GLOBAL_SOBOL_038,GLOBAL_SOBOL,train,b57c4e2b9456fa2c09331b95640e2b390bfceb86a2be80484dc4d8572fb79ae2
LPML_R1_GLOBAL_SOBOL_039,GLOBAL_SOBOL,train,3cfa86925cd5fc1b09a401139803ef5cd7794846f3a77096bbccb99cb4a3720d
LPML_R1_GLOBAL_SOBOL_040,GLOBAL_SOBOL,train,e8edd46ecce8ca151afcb4ace4d50b0776e5150886adbd9300fcf73b70bf439d
LPML_R1_GLOBAL_SOBOL_041,GLOBAL_SOBOL,train,1c14725d9042b020cad438dd026635971a6d07923c539bfa2677d66e78baebd3
LPML_R1_GLOBAL_SOBOL_042,GLOBAL_SOBOL,test,5fe0b0ccb111a6c915c7fa4f88bcffbbcc024ea16e07e75fae1c58bf13014fc1
LPML_R1_GLOBAL_SOBOL_043,GLOBAL_SOBOL,validation,8cbcc166824abed861c82c903d891dd1b9be9dbaf4107de7ab7c78cdd05b38b7
LPML_R1_GLOBAL_SOBOL_044,GLOBAL_SOBOL,train,2e18f7b538a3548db4f32c6cb9f373e20fccb5d5243958e2319f2543b6f1af2d
LPML_R1_GLOBAL_SOBOL_045,GLOBAL_SOBOL,train,797546e211206fad70d6a1be04a005992c3873f0931a9f87f8325b263bd06bdc
LPML_R1_GLOBAL_SOBOL_046,GLOBAL_SOBOL,train,6e6fd3f5454e1f6fa607c6483b2a4d6ba66f88bf863517625bb70c7169bb5d1f
LPML_R1_GLOBAL_SOBOL_047,GLOBAL_SOBOL,train,2c3216b4853d5132d9cf6f3715def7e9c961f8cb5c353476c02d58e34d6b945e
LPML_R1_GLOBAL_SOBOL_048,GLOBAL_SOBOL,train,00338b2f4f44eccfd0dc913a3e2d48d4885d41e4a5762df825d1d4dbbc17c33a
LPML_R1_GLOBAL_SOBOL_049,GLOBAL_SOBOL,train,d850d6dae292acaf4eaa2eae4e084c5728ca3ae8e84892a7dc9cc7828dee86ae
LPML_R1_GLOBAL_SOBOL_050,GLOBAL_SOBOL,train,4f48828b5d3bdc540d2173ffac28d35af3e2bcbc0fa9eee6fb2a6774667f10df
LPML_R1_GLOBAL_SOBOL_051,GLOBAL_SOBOL,train,561179631b3cd91d4e1f90569f156a12a093e00f53baea13d9bcb1f1ba118ab2
LPML_R1_GLOBAL_SOBOL_052,GLOBAL_SOBOL,train,ba4a55d4dff7b927de32c31394b1e5c8a132a1ecfaf84ad07597139eb57b5594
LPML_R1_GLOBAL_SOBOL_053,GLOBAL_SOBOL,train,8f28d56c0f29ce48ea27676b667513109dc025b218a518461b372b1e3bfd5047
LPML_R1_GLOBAL_SOBOL_055,GLOBAL_SOBOL,validation,29e9aa5cf764301140e2fc55c353b7290e65b26c417e763aa0767fd1281915a6
LPML_R1_GLOBAL_SOBOL_056,GLOBAL_SOBOL,train,116b80d527fc93d4959048e4c716099ae04163c57f0daa0e3dfef2f35dc37fb1
LPML_R1_GLOBAL_SOBOL_057,GLOBAL_SOBOL,train,c029410cef02eb32f775e575a59175b4f7f547275ad6a19004a27d1d6994ed5e
LPML_R1_GLOBAL_SOBOL_058,GLOBAL_SOBOL,validation,3a754db926d1b57ce390a4ef82ae2902b8a7c97b1aa1ac5143e19149c9711a49
LPML_R1_GLOBAL_SOBOL_059,GLOBAL_SOBOL,train,96f586a5a811e3da4bd7f3676d7f0ec9184d18be3e357635ed76c18445d4e152
LPML_R1_GLOBAL_SOBOL_060,GLOBAL_SOBOL,train,b08f5c506340d7770ffcb00c6270addb77843689942e8b9b2767c8b54feba6d0
LPML_R1_GLOBAL_SOBOL_061,GLOBAL_SOBOL,test,0d69277484b975b84d928daa48422fcd7853b188f232caa81cf14626fd371982
LPML_R1_GLOBAL_SOBOL_062,GLOBAL_SOBOL,validation,93a72b9333ef0f146867f0c92caf245ace053a1495aa328045db951118904891
LPML_R1_GLOBAL_SOBOL_063,GLOBAL_SOBOL,test,6a99a174ed0f57bf7efe24e953acaaf35814b2c595d45fce62cafc4c3231896b
LPML_R1_GLOBAL_SOBOL_064,GLOBAL_SOBOL,test,d77dfe63fd571a689ed315f802d921949b600526b1f25c1b450b5de541305c7f
LPML_R1_GLOBAL_SOBOL_065,GLOBAL_SOBOL,train,589db75449a51322db1538da7298efadf16d2e810a2787d88323850c5e5d75a7
LPML_R1_GLOBAL_SOBOL_066,GLOBAL_SOBOL,train,cfa3bc501b78396e5a95123dbea93ce7a621a25609bd544da2bf48783831d540
LPML_R1_GLOBAL_SOBOL_067,GLOBAL_SOBOL,train,67ca8df27e8b360d03eb03a65f6bd77fbe50962ad0ddd611baa7613651445478
LPML_R1_GLOBAL_SOBOL_068,GLOBAL_SOBOL,test,3dad01e2b94496cae1d3220919f64f65edcd9386a2a87e12d9e9b8c2852d0468
LPML_R1_GLOBAL_SOBOL_069,GLOBAL_SOBOL,train,981bef0b181ce816c8c71078cab0aba049e465ce281589c65dd377084834ae65
LPML_R1_GLOBAL_SOBOL_070,GLOBAL_SOBOL,train,373d3109aa9f9f9b209692db38d41ef4fd26420cf16a8509188c5362f84c84db
LPML_R1_GLOBAL_SOBOL_071,GLOBAL_SOBOL,validation,1073f202e45000b54fe7d50cd697a4a46cde22684bb85b7ecb4c885ef4724cb1
LPML_R1_GLOBAL_SOBOL_072,GLOBAL_SOBOL,train,627db140c1771496e87a7f51f91f978419e5fb90ce4fffc4325602e70c9a0871
LPML_R1_GLOBAL_SOBOL_073,GLOBAL_SOBOL,validation,3f63d7a7f678024e3ef3fa04a721d90609b1d2dec0f80135fa4504de74cd5743
LPML_R1_GLOBAL_SOBOL_074,GLOBAL_SOBOL,train,5d8a13aa2c54905aa6b1be21446487bc8a885f12ad273f8b0255a9aae6ea451f
LPML_R1_GLOBAL_SOBOL_075,GLOBAL_SOBOL,train,7af4b1bcbcbbec8b0bdd063c629b08cec5f6d21f4fb340f1cbd63433efd97c75
LPML_R1_GLOBAL_SOBOL_076,GLOBAL_SOBOL,train,70a2d7324db2eb30b36007082e90abd6d41dafb4c3e3fd813ac695d9bc014704
LPML_R1_GLOBAL_SOBOL_077,GLOBAL_SOBOL,train,a99ded0400cab1e32aa057877fea129ef8b1af59f528a1b177b4ca47700c6a7a
LPML_R1_GLOBAL_SOBOL_078,GLOBAL_SOBOL,train,dc16150484ff77c692ceafa14c18c7f6eb6be42b684c8a5df05c07c86f2d2260
LPML_R1_GLOBAL_SOBOL_079,GLOBAL_SOBOL,train,6a546a0d4a7dfa91f0f25dfcb4d148d207d2c95ad50ec456d788cf1878d5bdf6
LPML_R1_GLOBAL_SOBOL_080,GLOBAL_SOBOL,train,3dfead0206dad91c08f336e70a647b13167c13967ca92c3114dcdbe9d842bcc2
LPML_R1_GLOBAL_SOBOL_081,GLOBAL_SOBOL,validation,873aa3a6214fe55129e14cb2386715d313a53b15108410ce72684d49d558e557
LPML_R1_GLOBAL_SOBOL_082,GLOBAL_SOBOL,train,d4fb6a7e4a4ed48bcf9d2da532cce9c4630b95c290d2d322de35bdb26462dc7c
LPML_R1_GLOBAL_SOBOL_083,GLOBAL_SOBOL,train,ef9c1dbecdf819ebe83efd6c59ab70f7f5880c07601247bafa7900792f75aec2
LPML_R1_GLOBAL_SOBOL_084,GLOBAL_SOBOL,train,a5d3623ee149cc8e1d5334c79d46a77b79ec83059d3e9d136c97f990c5b8316a
LPML_R1_GLOBAL_SOBOL_085,GLOBAL_SOBOL,train,f60beda53c28f94893a85026a8048257de7f473392e0fd48e8cda436180234be
LPML_R1_GLOBAL_SOBOL_086,GLOBAL_SOBOL,validation,3a4c5fe1e895cca9eb3075da427d069602b767952ecbbe8030f822f7791c93fd
LPML_R1_GLOBAL_SOBOL_087,GLOBAL_SOBOL,train,b507501c1efd3fce916309c5f75e937434702dc5a939979ff6d604b6e406eebf
LPML_R1_GLOBAL_SOBOL_088,GLOBAL_SOBOL,train,0b6cf590251c6b4bad90f3e12e2b3e1825e46fe0b26a17fcda636746361bf616
LPML_R1_GLOBAL_SOBOL_089,GLOBAL_SOBOL,train,5de42adf338863b60e245ec09d230d9fe2f0f2b9264bd8f5505f89f0b6638963
LPML_R1_GLOBAL_SOBOL_090,GLOBAL_SOBOL,validation,4071e41e14422c9605dcaa082b02196525778e9382371ac5117eb7c09fca468e
LPML_R1_GLOBAL_SOBOL_091,GLOBAL_SOBOL,validation,438bb9f92d0cb5e455839f8cfc99d9c8baa8ebb23c99d1ed8300a57b9cf76a4f
LPML_R1_GLOBAL_SOBOL_092,GLOBAL_SOBOL,train,0ee0b6e40e2b17ae8a3678698d6e056c6928cb960b0176b2441c62c4727cc1b5
LPML_R1_GLOBAL_SOBOL_093,GLOBAL_SOBOL,train,486fd45e50567ae10922ead4a9901bacd1bb9c384ca829bcafa9a9f049b3f3ac
LPML_R1_GLOBAL_SOBOL_094,GLOBAL_SOBOL,test,2a0da2f6138ca71f71b3ba1beb2d2e17d8fbfdcf6e2e9259ca1f579f525586d3
LPML_R1_GLOBAL_SOBOL_095,GLOBAL_SOBOL,validation,23dab27b6ebebc5867bed6cb52f910fa6ca70ccc0e0f30aa1ee6b90ff5280a0f
LPML_R1_GLOBAL_SOBOL_096,GLOBAL_SOBOL,train,58c28b8630de0dc52497385c5a3d85bfc079ad08c9df1e0d570b3472306db238
LPML_R1_GLOBAL_SOBOL_097,GLOBAL_SOBOL,test,74aed22300d752cb1d5617f16616c12f6e34f74384ea74f166a9e211739267ec
LPML_R1_GLOBAL_SOBOL_098,GLOBAL_SOBOL,train,6830b41b17c945b835622befcbe9d003c4bb542d0d653aff0113f8c15ee605bf
LPML_R1_GLOBAL_SOBOL_099,GLOBAL_SOBOL,train,fb9c31b8832396580b1e886acf857e296cfbc773d0405174c26ba390ee141689
LPML_R1_GLOBAL_SOBOL_100,GLOBAL_SOBOL,test,10d9f9a3a1a73d2205b8e0e9cd52e11e435aeb96fdc7a35b8008abdeca7e36ea
LPML_R1_GLOBAL_SOBOL_101,GLOBAL_SOBOL,validation,314fffccbdab95b99a943a13dbe61580aa63a226cae6d6fb927f375b7016fc54
LPML_R1_GLOBAL_SOBOL_102,GLOBAL_SOBOL,test,84353b8035a3f9472772bc5bb8ea1dfc5873d4dba1dea73f38427428725c399d
LPML_R1_GLOBAL_SOBOL_103,GLOBAL_SOBOL,train,a1cb7de62dc62f595082ae050e0bad7aafeea106d5bf059b1fe3065ec0be9d9e
LPML_R1_GLOBAL_SOBOL_104,GLOBAL_SOBOL,validation,4c88031290759dc31d99c820f8d1ce5a64169ce8190a7216d199f5f2f66659ba
LPML_R1_GLOBAL_SOBOL_105,GLOBAL_SOBOL,train,d3e1109024619de2479730540395da2da9c6aa85283f60abf97a886a08dc2a23
LPML_R1_GLOBAL_SOBOL_106,GLOBAL_SOBOL,test,1b3457aa257832abc7144fd4fe18a7d1630c0487abdafa821ef6de21a29529fb
LPML_R1_GLOBAL_SOBOL_107,GLOBAL_SOBOL,train,bdfc4a600963f10bad0c326848d76b9e28e08075ffb9529b3df5054e1fbfaf1a
LPML_R1_GLOBAL_SOBOL_108,GLOBAL_SOBOL,train,82c759595df937f96d8e06a430d3e51320195b58f89024e3864f012c6aff355d
LPML_R1_GLOBAL_SOBOL_109,GLOBAL_SOBOL,train,e342e7f563aae35f353b993ed407ac82bf7baaf10486ba8b1719741c76f04462
LPML_R1_GLOBAL_SOBOL_110,GLOBAL_SOBOL,train,839db411fe46c4151b8f4864d52e686f60f64f68ab5491489370ed3d2a9c123e
LPML_R1_GLOBAL_SOBOL_111,GLOBAL_SOBOL,validation,9289c0ae3c047615463b7533d4c419b2c64fe6e860969629ed7df22239ea6541
LPML_R1_GLOBAL_SOBOL_112,GLOBAL_SOBOL,train,d7744d9b1fdf751c2bae0628334a1c8ec26b7cd8e1ddba7836536b28bf8d3d1c
LPML_R1_GLOBAL_SOBOL_113,GLOBAL_SOBOL,test,a09ae30fc9aca78ff308083c2ed02fe49cc55172b049520553875473523dc722
LPML_R1_GLOBAL_SOBOL_114,GLOBAL_SOBOL,test,8ec3ec99b1a831257bbf36d6241e8c792a7ecfb0c993a0b7db34f73dcb4f954b
LPML_R1_GLOBAL_SOBOL_115,GLOBAL_SOBOL,train,16dcf1c4d81f49d0dfb78e7063c882999b2e5e9612af59e02fa66a51cd47d9e2
LPML_R1_GLOBAL_SOBOL_116,GLOBAL_SOBOL,train,3e5d14a318f11be729b2ce44f2d1317b0adfa11e6ba52b43695fc68761edf2e3
LPML_R1_GLOBAL_SOBOL_117,GLOBAL_SOBOL,train,a97abb529c322bcca3ba85838cd2d4b2cc2b8f9c9a1506ba29f0cc798a7abded
LPML_R1_GLOBAL_SOBOL_118,GLOBAL_SOBOL,train,bd9db8857ed37beaaecdb5fd12e73132a371f5fa091bb246bb3a10a00e1b489e
LPML_R1_GLOBAL_SOBOL_119,GLOBAL_SOBOL,train,e74a00d7eb1a0901189128a27ccb8482a73b6bbe77558014734694bcff801e14
LPML_R1_GLOBAL_SOBOL_120,GLOBAL_SOBOL,train,a529cc20f7614639382155fe448762b8b6b3836ab0ad69b2f8d723dc46da699b
LPML_R1_GLOBAL_SOBOL_121,GLOBAL_SOBOL,train,ed5851b26adc35f93c4b5d3e2d28d417f6e0eb7dc2be6af6b7365f7bcf4b1bc3
LPML_R1_GLOBAL_SOBOL_122,GLOBAL_SOBOL,train,d28c2530e9f6887a280828058008e119d06ac956b948a0ba0a78c8a702d48c43
LPML_R1_GLOBAL_SOBOL_123,GLOBAL_SOBOL,test,a78b8fda90319d4847a1dd4d36629603658df0b455bb4509a1e964fc1ee121e4
LPML_R1_GLOBAL_SOBOL_124,GLOBAL_SOBOL,train,e0f9872f624d195cdd915213932d80bc7a07bde738416f3607a870b8f0bbf60e
LPML_R1_GLOBAL_SOBOL_125,GLOBAL_SOBOL,validation,1f42cb1425e89707865a7409bc51402491de250d543b87d2f433791ff9cb1a55
LPML_R1_GLOBAL_SOBOL_126,GLOBAL_SOBOL,train,1aa1a1d470a312a92b5f9ca41a8070b2064aee3602a6a7781c131ebe1dac7844
LPML_R1_GLOBAL_SOBOL_127,GLOBAL_SOBOL,test,eda7689427fff124bee8fcfa9e1c6e84658e918c3495052256fe15b8ef620dfd
LPML_R1_GLOBAL_SOBOL_128,GLOBAL_SOBOL,validation,b55e64602b1a3ed5b5e0706421461b74034e8d030363a32408eae7a7e45306e0
LPML_R1_PHASE_REGION_129,PHASE_REGION,validation,f4eb757395b72a7b5c09a95547506711150f6fe7ccb88939a99ff8e6c2b96058
LPML_R1_PHASE_REGION_130,PHASE_REGION,validation,4b0b08fd237d1ffa898908c346adebf0fcd6ee90d05a4a5a0a47400d31f608bf
LPML_R1_PHASE_REGION_131,PHASE_REGION,train,4ff14cb9d736ddc63d8436ddd49ed8e1d434f4b2fdbbf809d160b31a55be1b0c
LPML_R1_PHASE_REGION_132,PHASE_REGION,train,6b368ed8b539d54a0118df9c94681f475648a571e42fb255a50d60e6f81c6637
LPML_R1_PHASE_REGION_133,PHASE_REGION,test,e8f09de2e573ae5b091c3b4ed896ccab8acd26211d2f221fe9a7d82c28902ba1
LPML_R1_PHASE_REGION_134,PHASE_REGION,train,d3ded196062ad68a2a0459776593ff84e92e6312612ee9edf7e361947bc91288
LPML_R1_PHASE_REGION_135,PHASE_REGION,test,ccd9d3626b4a6b063223fe4e95923a1d175c1e32eb1e5aac1927cc8c2b9431a4
LPML_R1_PHASE_REGION_136,PHASE_REGION,validation,9f91bffcd3fda9d3367404b25d076378eb953d9ec95377dbccca2b0a1c8a2d41
LPML_R1_PHASE_REGION_137,PHASE_REGION,train,e0f72b2f72ff44e87b24df6d21a6b979ae17883cb117d6d644937330fee1c619
LPML_R1_PHASE_REGION_138,PHASE_REGION,train,19f4cd5b12d0695326f588ab6919e499b856de9b8104f074d72c278065805e4a
LPML_R1_PHASE_REGION_139,PHASE_REGION,test,fab1146119dea42580e441a062aef21f4bbf913b532269fecf6e3fb60e0f0a9f
LPML_R1_PHASE_REGION_140,PHASE_REGION,train,e80388aa3e99fbe56da2d5de4d22924b42efe37b24e48597932d892d9ee255e7
LPML_R1_PHASE_REGION_141,PHASE_REGION,train,95cc8c9e7b3483fd87b57f008f576e20bdf0e5f2d7d3f83ef42fae95add3d621
LPML_R1_PHASE_REGION_142,PHASE_REGION,train,91fa9147419983640b5daf1b5ef5ee3837929e87f08f65a92382725fb3c819e9
LPML_R1_PHASE_REGION_143,PHASE_REGION,test,e59a493d9fea808dd56e5007214e589d8a1ae2ccd91d1cac35754ca16af0f0dc
