candidate_id,family,center_wavelength_nm,cavity_span_nm,top_pair_count,bottom_pair_count,bottom_reflectivity_proxy,termination,spectral_peak_wavelength_nm_at_theta0,spectral_FWHM_nm_at_theta0,angular_peak_angle_deg_at_453,angular_FWHM_deg_at_453,peak_abs_angle_deg_at_453,I_normal_0_5deg_at_453,I_offaxis_20_30deg_at_453,eta5,eta10,eta20,eta30,normal_offaxis_ratio_at_453,pass_level,failure_reason,score
R2_1_04577,R2D_all_dielectric_highR_mediumR_scan,453,220,12,2,0.4727,TiO2_25nm,450.505,4.360571,0.0,5.0,0.0,0.612526,0.233439,0.459675,0.586052,0.658902,0.961343,2.623916,Level A,cavity center shifted away from 453 nm,0.592112
R2_1_01130,R2A_Taguchi2026_scaled_control,453,300,12,6,0.8534,SiO2_25nm,450.865,3.805028,3.0,4.0,3.0,0.579762,0.249832,0.480847,0.528706,0.596539,0.954274,2.320611,Level A,cavity center shifted away from 453 nm,0.576192
R2_1_04567,R2D_all_dielectric_highR_mediumR_scan,453,190,12,2,0.4727,none,450.48,4.360571,1.0,6.0,1.0,0.618657,0.229217,0.458391,0.595501,0.669323,0.962524,2.699005,Level A,cavity center shifted away from 453 nm,0.576097
R2_1_04588,R2D_all_dielectric_highR_mediumR_scan,453,250,12,2,0.4727,TiO2_50nm,450.53,4.360571,0.0,5.0,0.0,0.603202,0.237699,0.459243,0.575264,0.647637,0.960066,2.537678,Level A,cavity center shifted away from 453 nm,0.571706
R2_1_01011,R2A_Taguchi2026_scaled_control,453,300,12,2,0.4727,none,450.48,4.293703,1.0,5.0,1.0,0.584584,0.206728,0.500622,0.592804,0.655286,0.960932,2.827795,Level A,cavity center shifted away from 453 nm,0.56044
R2_1_00638,R2A_Taguchi2026_scaled_control,453,270,10,0,0.12,SiO2_25nm,450.125,4.926489,2.0,9.0,2.0,0.656471,0.200438,0.39641,0.623011,0.765956,0.973725,3.275183,Level A,cavity center shifted away from 453 nm,0.555005
R2_1_00894,R2A_Taguchi2026_scaled_control,453,310,10,8,0.9227,SiO2_25nm,450.845,3.758646,3.0,6.0,3.0,0.601087,0.252616,0.45279,0.564412,0.629476,0.958007,2.379451,Level A,cavity center shifted away from 453 nm,0.554058
R2_1_00657,R2A_Taguchi2026_scaled_control,453,320,10,0,0.12,TiO2_25nm,450.125,4.926489,1.0,8.0,1.0,0.636557,0.198803,0.422881,0.624528,0.743784,0.971097,3.201955,Level A,cavity center shifted away from 453 nm,0.546811
R2_1_00934,R2A_Taguchi2026_scaled_control,453,260,12,0,0.12,SiO2_25nm,450.025,4.873616,2.0,7.0,2.0,0.615053,0.180443,0.463712,0.65571,0.735166,0.96999,3.40857,Level A,cavity center shifted away from 453 nm,0.542163
R2_1_00351,R2A_Taguchi2026_scaled_control,453,300,8,0,0.12,none,450.2,5.029978,1.0,10.0,1.0,0.674599,0.229246,0.36288,0.580857,0.764717,0.974346,2.942689,Level A,cavity center shifted away from 453 nm,0.539952
R2_1_00647,R2A_Taguchi2026_scaled_control,453,290,10,0,0.12,none,450.1,4.926489,0.0,7.0,0.0,0.616709,0.195277,0.427938,0.622668,0.736969,0.970304,3.158128,Level A,cavity center shifted away from 453 nm,0.538141
R2_1_00534,R2A_Taguchi2026_scaled_control,453,310,8,6,0.8534,SiO2_25nm,450.765,3.899673,3.0,9.0,3.0,0.63275,0.241536,0.383485,0.595051,0.715535,0.967826,2.619696,Level A,cavity center shifted away from 453 nm,0.530465
R2_1_02108,R2B_Khaidarov_hybrid_scaled_control,453,200,12,0,0.12,TiO2_50nm,450.15,5.049393,1.0,9.0,1.0,0.666589,0.249898,0.369876,0.573362,0.733059,0.970339,2.667446,Level A,cavity center shifted away from 453 nm,0.528281
R2_1_04652,R2D_all_dielectric_highR_mediumR_scan,453,260,12,4,0.722,TiO2_50nm,450.71,4.017483,0.0,4.0,0.0,0.559388,0.248333,0.460263,0.532244,0.602146,0.954909,2.252573,Level A,cavity center shifted away from 453 nm,0.521443
R2_1_04641,R2D_all_dielectric_highR_mediumR_scan,453,230,12,4,0.722,TiO2_25nm,450.685,4.017483,0.0,4.0,0.0,0.557042,0.24347,0.462072,0.53736,0.606754,0.955432,2.287926,Level A,cavity center shifted away from 453 nm,0.519113
R2_1_04631,R2D_all_dielectric_highR_mediumR_scan,453,200,12,4,0.722,none,450.66,4.017483,1.0,5.0,1.0,0.569359,0.238651,0.465857,0.551659,0.619787,0.956909,2.385737,Level A,cavity center shifted away from 453 nm,0.516067
R2_1_04224,R2D_all_dielectric_highR_mediumR_scan,453,240,10,0,0.12,TiO2_50nm,450.15,5.014721,0.0,8.0,0.0,0.633941,0.226965,0.393117,0.589293,0.727821,0.96948,2.793127,Level A,cavity center shifted away from 453 nm,0.515918
R2_1_04213,R2D_all_dielectric_highR_mediumR_scan,453,210,10,0,0.12,TiO2_25nm,450.125,5.014721,0.0,8.0,0.0,0.633044,0.224049,0.388931,0.590293,0.734066,0.970232,2.825478,Level A,cavity center shifted away from 453 nm,0.51454
R2_1_00953,R2A_Taguchi2026_scaled_control,453,310,12,0,0.12,TiO2_25nm,450.025,4.873616,1.0,6.0,1.0,0.578949,0.180395,0.488398,0.634463,0.703704,0.966421,3.209338,Level A,cavity center shifted away from 453 nm,0.500003
R2_1_04520,R2D_all_dielectric_highR_mediumR_scan,453,230,12,0,0.12,TiO2_50nm,450.05,4.959948,0.0,6.0,0.0,0.588896,0.204889,0.447585,0.609563,0.69694,0.965669,2.874214,Level A,cavity center shifted away from 453 nm,0.497902
R2_1_04716,R2D_all_dielectric_highR_mediumR_scan,453,270,12,6,0.8534,TiO2_50nm,450.89,3.857448,0.0,3.0,0.0,0.539813,0.280966,0.444186,0.473997,0.549836,0.948981,1.921278,Level A,cavity center shifted away from 453 nm,0.49766
R2_1_01075,R2A_Taguchi2026_scaled_control,453,310,12,4,0.722,none,450.66,3.960655,1.0,4.0,1.0,0.529719,0.215661,0.496606,0.5398,0.606327,0.955383,2.456256,Level A,cavity center shifted away from 453 nm,0.489777
R2_1_00830,R2A_Taguchi2026_scaled_control,453,300,10,6,0.8534,SiO2_25nm,450.665,3.83718,3.0,7.0,3.0,0.569171,0.214224,0.444645,0.604468,0.67414,0.963069,2.656898,Level A,cavity center shifted away from 453 nm,0.480618
R2_1_04203,R2D_all_dielectric_highR_mediumR_scan,453,180,10,0,0.12,none,450.1,5.014721,1.0,9.0,1.0,0.630577,0.221225,0.384183,0.590536,0.739895,0.970942,2.850384,Level A,cavity center shifted away from 453 nm,0.479929
R2_1_00943,R2A_Taguchi2026_scaled_control,453,280,12,0,0.12,none,450.0,4.873616,0.0,5.0,0.0,0.553099,0.177272,0.490778,0.625687,0.693735,0.965291,3.120065,Level A,cavity center shifted away from 453 nm,0.478926
R2_1_04695,R2D_all_dielectric_highR_mediumR_scan,453,210,12,6,0.8534,none,450.84,3.857448,0.0,4.0,0.0,0.540819,0.270008,0.451975,0.486533,0.560625,0.950204,2.002975,Level A,cavity center shifted away from 453 nm,0.47563
R2_1_04509,R2D_all_dielectric_highR_mediumR_scan,453,200,12,0,0.12,TiO2_25nm,450.025,4.959948,1.0,7.0,1.0,0.59221,0.201551,0.444355,0.615378,0.705725,0.966668,2.93826,Level A,cavity center shifted away from 453 nm,0.475368
R2_1_04705,R2D_all_dielectric_highR_mediumR_scan,453,240,12,6,0.8534,TiO2_25nm,450.865,3.857448,0.0,3.0,0.0,0.517409,0.275464,0.43974,0.467381,0.544148,0.948336,1.878317,Level A,cavity center shifted away from 453 nm,0.455854
R2_1_00702,R2A_Taguchi2026_scaled_control,453,280,10,2,0.4727,SiO2_25nm,450.305,4.334689,2.0,8.0,2.0,0.571537,0.184666,0.413197,0.62769,0.740542,0.970651,3.094979,Level A,cavity center shifted away from 453 nm,0.448908
R2_1_04386,R2D_all_dielectric_highR_mediumR_scan,453,190,10,6,0.8534,SiO2_25nm,450.665,3.890496,3.0,8.0,3.0,0.579195,0.237343,0.399002,0.588722,0.68172,0.963934,2.440325,Level A,cavity center shifted away from 453 nm,0.447546
R2_1_04416,R2D_all_dielectric_highR_mediumR_scan,453,270,10,6,0.8534,TiO2_50nm,450.69,3.890496,0.0,5.0,0.0,0.53469,0.242351,0.429158,0.54389,0.621259,0.957076,2.206264,Level A,cavity center shifted away from 453 nm,0.446029
R2_1_00479,R2A_Taguchi2026_scaled_control,453,320,8,4,0.722,none,450.56,4.063305,1.0,8.0,1.0,0.567759,0.210352,0.400464,0.591438,0.711994,0.967487,2.699089,Level A,cavity center shifted away from 453 nm,0.441166
R2_1_00470,R2A_Taguchi2026_scaled_control,453,300,8,4,0.722,SiO2_25nm,450.585,4.063305,3.0,10.0,3.0,0.597973,0.216725,0.36965,0.591016,0.74091,0.970914,2.75913,Level A,cavity center shifted away from 453 nm,0.43772
R2_1_00839,R2A_Taguchi2026_scaled_control,453,320,10,6,0.8534,none,450.64,3.83718,1.0,5.0,1.0,0.515665,0.209539,0.46847,0.562063,0.629341,0.957991,2.460955,Level A,cavity center shifted away from 453 nm,0.435792
R2_1_04056,R2D_all_dielectric_highR_mediumR_scan,453,270,8,4,0.722,TiO2_50nm,450.61,4.123139,0.0,8.0,0.0,0.579466,0.244692,0.370104,0.557093,0.697527,0.966042,2.368146,Level A,cavity center shifted away from 453 nm,0.43524
R2_1_01190,R2A_Taguchi2026_scaled_control,453,300,12,8,0.9227,SiO2_25nm,450.745,3.727791,3.0,4.0,3.0,0.503189,0.22786,0.469591,0.516337,0.585949,0.953074,2.208323,Level A,cavity center shifted away from 453 nm,0.433017
R2_1_00415,R2A_Taguchi2026_scaled_control,453,310,8,2,0.4727,none,450.38,4.414606,2.0,10.0,2.0,0.599282,0.208802,0.373385,0.588554,0.749558,0.972147,2.870101,Level A,cavity center shifted away from 453 nm,0.427762
R2_1_03992,R2D_all_dielectric_highR_mediumR_scan,453,260,8,2,0.4727,TiO2_50nm,450.43,4.485324,1.0,10.0,1.0,0.614648,0.245895,0.346469,0.55363,0.734654,0.970877,2.499642,Level A,cavity center shifted away from 453 nm,0.426402
R2_1_01139,R2A_Taguchi2026_scaled_control,453,320,12,6,0.8534,none,450.84,3.805028,1.0,3.0,1.0,0.48661,0.244747,0.462388,0.471084,0.547165,0.948678,1.988216,Level A,cavity center shifted away from 453 nm,0.422472
R2_1_02172,R2B_Khaidarov_hybrid_scaled_control,453,210,12,2,0.4727,TiO2_50nm,450.33,4.429555,0.0,8.0,0.0,0.577959,0.228812,0.385721,0.574028,0.703956,0.966655,2.525914,Level A,cavity center shifted away from 453 nm,0.420106
R2_1_02161,R2B_Khaidarov_hybrid_scaled_control,453,180,12,2,0.4727,TiO2_25nm,450.305,4.429555,1.0,8.0,1.0,0.574795,0.22494,0.381583,0.575729,0.710709,0.967452,2.555329,Level A,cavity center shifted away from 453 nm,0.41515
R2_1_04405,R2D_all_dielectric_highR_mediumR_scan,453,240,10,6,0.8534,TiO2_25nm,450.665,3.890496,0.0,5.0,0.0,0.517634,0.237249,0.428714,0.540142,0.617411,0.95664,2.181821,Level A,cavity center shifted away from 453 nm,0.41452
R2_1_04780,R2D_all_dielectric_highR_mediumR_scan,453,280,12,8,0.9227,TiO2_50nm,451.07,3.778091,0.0,2.0,0.0,0.497757,0.32828,0.398159,0.402791,0.488694,0.942051,1.516257,Level A,meets Level B or better constraints,0.414233
R2_1_00766,R2A_Taguchi2026_scaled_control,453,290,10,4,0.722,SiO2_25nm,450.485,3.995503,2.0,8.0,2.0,0.546539,0.18931,0.429869,0.623275,0.71015,0.967156,2.887008,Level A,cavity center shifted away from 453 nm,0.412269
R2_1_00998,R2A_Taguchi2026_scaled_control,453,270,12,2,0.4727,SiO2_25nm,450.205,4.293703,2.0,6.0,2.0,0.517996,0.165935,0.4821,0.635949,0.699294,0.96592,3.12168,Level A,cavity center shifted away from 453 nm,0.410556
R2_1_04045,R2D_all_dielectric_highR_mediumR_scan,453,240,8,4,0.722,TiO2_25nm,450.585,4.123139,0.0,8.0,0.0,0.565362,0.239761,0.371187,0.556437,0.695258,0.965771,2.358027,Level A,cavity center shifted away from 453 nm,0.409464
R2_1_03981,R2D_all_dielectric_highR_mediumR_scan,453,230,8,2,0.4727,TiO2_25nm,450.405,4.485324,1.0,10.0,1.0,0.605224,0.242064,0.344855,0.553093,0.736105,0.971071,2.50026,Level A,cavity center shifted away from 453 nm,0.408883
R2_1_04035,R2D_all_dielectric_highR_mediumR_scan,453,210,8,4,0.722,none,450.56,4.123139,0.0,8.0,0.0,0.5623,0.235627,0.367742,0.558151,0.701925,0.966569,2.386396,Level A,cavity center shifted away from 453 nm,0.404973
R2_1_04277,R2D_all_dielectric_highR_mediumR_scan,453,220,10,2,0.4727,TiO2_25nm,450.305,4.40285,0.0,7.0,0.0,0.544456,0.205875,0.405744,0.58753,0.701994,0.966328,2.644596,Level A,cavity center shifted away from 453 nm,0.403537
R2_1_04288,R2D_all_dielectric_highR_mediumR_scan,453,250,10,2,0.4727,TiO2_50nm,450.33,4.40285,0.0,7.0,0.0,0.544477,0.209665,0.408866,0.583661,0.694063,0.965413,2.596893,Level A,cavity center shifted away from 453 nm,0.402289
R2_1_02236,R2B_Khaidarov_hybrid_scaled_control,453,220,12,4,0.722,TiO2_50nm,450.51,4.075965,0.0,7.0,0.0,0.547082,0.23325,0.400211,0.56461,0.668115,0.962429,2.345473,Level A,cavity center shifted away from 453 nm,0.401914
R2_1_02225,R2B_Khaidarov_hybrid_scaled_control,453,190,12,4,0.722,TiO2_25nm,450.485,4.075965,1.0,7.0,1.0,0.545708,0.228549,0.397235,0.569366,0.676487,0.963387,2.38771,Level A,cavity center shifted away from 453 nm,0.401368
R2_1_00711,R2A_Taguchi2026_scaled_control,453,300,10,2,0.4727,none,450.28,4.334689,1.0,7.0,1.0,0.531065,0.180545,0.444522,0.615608,0.705935,0.966692,2.941464,Level A,cavity center shifted away from 453 nm,0.399586
R2_1_04395,R2D_all_dielectric_highR_mediumR_scan,453,210,10,6,0.8534,none,450.64,3.890496,0.0,6.0,0.0,0.522944,0.232206,0.429488,0.550955,0.628679,0.957917,2.252064,Level A,cavity center shifted away from 453 nm,0.397681
R2_1_04746,R2D_all_dielectric_highR_mediumR_scan,453,190,12,8,0.9227,SiO2_25nm,450.745,3.778091,3.0,4.0,3.0,0.495153,0.252062,0.440825,0.489584,0.563052,0.950479,1.964411,Level A,cavity center shifted away from 453 nm,0.392744
R2_1_04352,R2D_all_dielectric_highR_mediumR_scan,453,260,10,4,0.722,TiO2_50nm,450.51,4.053343,0.0,6.0,0.0,0.517428,0.214877,0.420723,0.569901,0.659938,0.961473,2.408017,Level A,cavity center shifted away from 453 nm,0.390979
R2_1_00775,R2A_Taguchi2026_scaled_control,453,310,10,4,0.722,none,450.46,3.995503,1.0,6.0,1.0,0.501841,0.185138,0.459153,0.596489,0.670195,0.962623,2.710636,Level A,cavity center shifted away from 453 nm,0.384545
R2_1_04759,R2D_all_dielectric_highR_mediumR_scan,453,220,12,8,0.9227,none,451.02,3.778091,0.0,2.0,0.0,0.479209,0.316047,0.398159,0.402791,0.488694,0.942051,1.516257,Level A,meets Level B or better constraints,0.384371
R2_1_00594,R2A_Taguchi2026_scaled_control,453,310,8,8,0.9227,SiO2_25nm,450.645,3.818587,3.0,8.0,3.0,0.537977,0.219027,0.399964,0.590141,0.683017,0.964081,2.456213,Level A,cavity center shifted away from 453 nm,0.381427
R2_1_04341,R2D_all_dielectric_highR_mediumR_scan,453,230,10,4,0.722,TiO2_25nm,450.485,4.053343,0.0,6.0,0.0,0.510836,0.210401,0.420219,0.572313,0.66314,0.961837,2.427914,Level A,cavity center shifted away from 453 nm,0.379771
R2_1_02214,R2B_Khaidarov_hybrid_scaled_control,453,310,12,2,0.4727,SiO2_25nm,455.705,4.429555,3.0,10.0,3.0,0.586336,0.226711,0.350305,0.571276,0.739044,0.970915,2.586272,Level A,cavity center shifted away from 453 nm,0.375462
R2_1_04267,R2D_all_dielectric_highR_mediumR_scan,453,190,10,2,0.4727,none,450.28,4.40285,1.0,8.0,1.0,0.542723,0.202153,0.401811,0.590463,0.709428,0.967189,2.684719,Level A,cavity center shifted away from 453 nm,0.371293
R2_1_04322,R2D_all_dielectric_highR_mediumR_scan,453,180,10,4,0.722,SiO2_25nm,450.485,4.053343,3.0,9.0,3.0,0.550261,0.211141,0.380043,0.593999,0.716658,0.967958,2.606137,Level A,cavity center shifted away from 453 nm,0.367882
R2_1_04682,R2D_all_dielectric_highR_mediumR_scan,453,180,12,6,0.8534,SiO2_25nm,450.565,3.857448,3.0,6.0,3.0,0.501403,0.213364,0.447098,0.564173,0.629547,0.958015,2.349993,Level A,cavity center shifted away from 453 nm,0.365942
R2_1_01017,R2A_Taguchi2026_scaled_control,453,320,12,2,0.4727,TiO2_25nm,450.205,4.293703,1.0,5.0,1.0,0.48056,0.165934,0.501075,0.60116,0.663112,0.961819,2.896098,Level A,cavity center shifted away from 453 nm,0.365687
R2_1_01062,R2A_Taguchi2026_scaled_control,453,280,12,4,0.722,SiO2_25nm,450.385,3.960655,2.0,5.0,2.0,0.472598,0.169503,0.493737,0.595135,0.655193,0.960921,2.788146,Level A,cavity center shifted away from 453 nm,0.364194
R2_1_04584,R2D_all_dielectric_highR_mediumR_scan,453,240,12,2,0.4727,TiO2_50nm,450.23,4.360571,0.0,5.0,0.0,0.485295,0.189008,0.45958,0.579009,0.651488,0.960502,2.567589,Level A,cavity center shifted away from 453 nm,0.354582
R2_1_04331,R2D_all_dielectric_highR_mediumR_scan,453,200,10,4,0.722,none,450.46,4.053343,1.0,7.0,1.0,0.511337,0.206008,0.417931,0.578802,0.672328,0.962882,2.482118,Level A,cavity center shifted away from 453 nm,0.352665
R2_1_04563,R2D_all_dielectric_highR_mediumR_scan,453,180,12,2,0.4727,none,450.18,4.360571,1.0,6.0,1.0,0.493843,0.181469,0.45759,0.598352,0.672615,0.962897,2.721362,Level A,cavity center shifted away from 453 nm,0.344216
R2_1_04573,R2D_all_dielectric_highR_mediumR_scan,453,210,12,2,0.4727,TiO2_25nm,450.205,4.360571,0.0,6.0,0.0,0.490868,0.185216,0.459435,0.589351,0.662468,0.961747,2.650242,Level A,cavity center shifted away from 453 nm,0.33702
R2_1_00357,R2A_Taguchi2026_scaled_control,453,320,8,0,0.12,TiO2_25nm,449.925,5.029978,1.0,10.0,1.0,0.567558,0.193027,0.359162,0.579201,0.767254,0.974696,2.940304,Level A,cavity center shifted away from 453 nm,0.334589
R2_1_02274,R2B_Khaidarov_hybrid_scaled_control,453,310,12,4,0.722,SiO2_25nm,455.585,4.075965,3.0,9.0,3.0,0.535452,0.216521,0.364933,0.577348,0.713729,0.967702,2.472981,Level A,cavity center shifted away from 453 nm,0.325883
R2_1_00634,R2A_Taguchi2026_scaled_control,453,260,10,0,0.12,SiO2_25nm,449.825,4.926489,2.0,9.0,2.0,0.533072,0.162756,0.399066,0.623678,0.764312,0.973526,3.275286,Level A,cavity center shifted away from 453 nm,0.315889
R2_1_01007,R2A_Taguchi2026_scaled_control,453,290,12,2,0.4727,none,450.18,4.293703,0.0,5.0,0.0,0.453424,0.162467,0.499974,0.588357,0.651177,0.960466,2.790866,Level A,cavity center shifted away from 453 nm,0.312381
R2_1_00653,R2A_Taguchi2026_scaled_control,453,310,10,0,0.12,TiO2_25nm,449.825,4.926489,1.0,8.0,1.0,0.514914,0.161495,0.424652,0.624012,0.741565,0.970838,3.188414,Level A,cavity center shifted away from 453 nm,0.310833
R2_1_00347,R2A_Taguchi2026_scaled_control,453,290,8,0,0.12,none,449.9,5.029978,1.0,10.0,1.0,0.554295,0.188369,0.36468,0.581588,0.763389,0.974165,2.942608,Level A,cavity center shifted away from 453 nm,0.310221
R2_1_02104,R2B_Khaidarov_hybrid_scaled_control,453,190,12,0,0.12,TiO2_50nm,449.85,5.049393,1.0,9.0,1.0,0.55006,0.205771,0.368362,0.57325,0.73484,0.970562,2.673166,Level A,cavity center shifted away from 453 nm,0.309349
R2_1_00643,R2A_Taguchi2026_scaled_control,453,280,10,0,0.12,none,449.8,4.926489,0.0,7.0,0.0,0.497512,0.158372,0.42945,0.62184,0.73459,0.970028,3.141422,Level A,cavity center shifted away from 453 nm,0.306653
R2_1_04637,R2D_all_dielectric_highR_mediumR_scan,453,220,12,4,0.722,TiO2_25nm,450.385,4.017483,0.0,4.0,0.0,0.43849,0.188845,0.463608,0.542302,0.611229,0.955939,2.321954,Level A,cavity center shifted away from 453 nm,0.306635
R2_1_01126,R2A_Taguchi2026_scaled_control,453,290,12,6,0.8534,SiO2_25nm,450.565,3.805028,2.0,5.0,2.0,0.446124,0.192143,0.483302,0.52656,0.594694,0.954065,2.321836,Level A,cavity center shifted away from 453 nm,0.306606
R2_1_00930,R2A_Taguchi2026_scaled_control,453,250,12,0,0.12,SiO2_25nm,449.725,4.873616,2.0,7.0,2.0,0.493108,0.144968,0.466726,0.654689,0.732885,0.969731,3.401503,Level A,cavity center shifted away from 453 nm,0.303748
R2_1_04220,R2D_all_dielectric_highR_mediumR_scan,453,230,10,0,0.12,TiO2_50nm,449.85,5.014721,0.0,8.0,0.0,0.52246,0.186279,0.391786,0.589711,0.729949,0.969735,2.804716,Level A,cavity center shifted away from 453 nm,0.303642
R2_1_01199,R2A_Taguchi2026_scaled_control,453,320,12,8,0.9227,none,450.72,3.727791,1.0,3.0,1.0,0.421472,0.222764,0.450275,0.458751,0.536606,0.947481,1.892012,Level A,cavity center shifted away from 453 nm,0.302179
R2_1_00890,R2A_Taguchi2026_scaled_control,453,300,10,8,0.9227,SiO2_25nm,450.545,3.758646,3.0,6.0,3.0,0.458911,0.192568,0.456234,0.562094,0.627232,0.957752,2.383117,Level A,cavity center shifted away from 453 nm,0.299755
R2_1_04627,R2D_all_dielectric_highR_mediumR_scan,453,190,12,4,0.722,none,450.36,4.017483,1.0,5.0,1.0,0.44595,0.184631,0.466572,0.556075,0.623873,0.957372,2.415352,Level A,cavity center shifted away from 453 nm,0.293268
R2_1_04516,R2D_all_dielectric_highR_mediumR_scan,453,220,12,0,0.12,TiO2_50nm,449.75,4.959948,0.0,6.0,0.0,0.481299,0.166156,0.446638,0.611628,0.699938,0.96601,2.896668,Level A,cavity center shifted away from 453 nm,0.291441
R2_1_04648,R2D_all_dielectric_highR_mediumR_scan,453,250,12,4,0.722,TiO2_50nm,450.41,4.017483,0.0,4.0,0.0,0.427935,0.193114,0.45818,0.526952,0.597404,0.954372,2.215968,Level A,cavity center shifted away from 453 nm,0.283756
R2_1_04691,R2D_all_dielectric_highR_mediumR_scan,453,200,12,6,0.8534,none,450.54,3.857448,1.0,4.0,1.0,0.425756,0.208554,0.45531,0.492456,0.565729,0.950782,2.041471,Level A,cavity center shifted away from 453 nm,0.276959
R2_1_04701,R2D_all_dielectric_highR_mediumR_scan,453,230,12,6,0.8534,TiO2_25nm,450.565,3.857448,0.0,3.0,0.0,0.409931,0.213364,0.444186,0.473997,0.549836,0.948981,1.921278,Level A,cavity center shifted away from 453 nm,0.272998
R2_1_04712,R2D_all_dielectric_highR_mediumR_scan,453,260,12,6,0.8534,TiO2_50nm,450.59,3.857448,0.0,3.0,0.0,0.409912,0.218234,0.43974,0.467381,0.544148,0.948336,1.878317,Level A,cavity center shifted away from 453 nm,0.270591
R2_1_04209,R2D_all_dielectric_highR_mediumR_scan,453,200,10,0,0.12,TiO2_25nm,449.825,5.014721,1.0,9.0,1.0,0.520451,0.183605,0.387409,0.590458,0.736055,0.970473,2.834624,Level A,cavity center shifted away from 453 nm,0.269797
R2_1_00949,R2A_Taguchi2026_scaled_control,453,300,12,0,0.12,TiO2_25nm,449.725,4.873616,1.0,6.0,1.0,0.461051,0.144933,0.489382,0.631689,0.700473,0.966054,3.181139,Level A,cavity center shifted away from 453 nm,0.269669
R2_1_00539,R2A_Taguchi2026_scaled_control,453,320,8,6,0.8534,none,450.44,3.899673,1.0,7.0,1.0,0.457438,0.181288,0.416382,0.583359,0.678896,0.963629,2.523268,Level A,cavity center shifted away from 453 nm,0.267588
R2_1_00530,R2A_Taguchi2026_scaled_control,453,300,8,6,0.8534,SiO2_25nm,450.465,3.899673,3.0,9.0,3.0,0.487724,0.186017,0.386345,0.595215,0.71362,0.967605,2.621936,Level A,cavity center shifted away from 453 nm,0.265932
R2_1_04505,R2D_all_dielectric_highR_mediumR_scan,453,190,12,0,0.12,TiO2_25nm,449.725,4.959948,1.0,7.0,1.0,0.482568,0.163176,0.443022,0.617063,0.708516,0.966986,2.957343,Level A,cavity center shifted away from 453 nm,0.26446
R2_1_00939,R2A_Taguchi2026_scaled_control,453,270,12,0,0.12,none,449.7,4.873616,0.0,5.0,0.0,0.438934,0.142174,0.491187,0.622458,0.690225,0.964893,3.087291,Level A,cavity center shifted away from 453 nm,0.255693
R2_1_01071,R2A_Taguchi2026_scaled_control,453,300,12,4,0.722,none,450.36,3.960655,1.0,4.0,1.0,0.399588,0.165612,0.493874,0.53414,0.601441,0.954829,2.412796,Level A,cavity center shifted away from 453 nm,0.249565
R2_1_00899,R2A_Taguchi2026_scaled_control,453,320,10,8,0.9227,none,450.52,3.758646,1.0,4.0,1.0,0.401092,0.187961,0.463075,0.506055,0.577456,0.952111,2.133912,Level A,cavity center shifted away from 453 nm,0.246223
R2_1_00826,R2A_Taguchi2026_scaled_control,453,290,10,6,0.8534,SiO2_25nm,450.365,3.83718,2.0,7.0,2.0,0.429957,0.161783,0.447965,0.602738,0.671795,0.962803,2.657614,Level A,cavity center shifted away from 453 nm,0.224632
R2_1_00411,R2A_Taguchi2026_scaled_control,453,300,8,2,0.4727,none,450.08,4.414606,1.0,9.0,1.0,0.472031,0.1646,0.375351,0.589025,0.747915,0.97194,2.867746,Level A,cavity center shifted away from 453 nm,0.217462
R2_1_04412,R2D_all_dielectric_highR_mediumR_scan,453,260,10,6,0.8534,TiO2_50nm,450.39,3.890496,0.0,5.0,0.0,0.403497,0.184936,0.428714,0.540142,0.617411,0.95664,2.181821,Level A,cavity center shifted away from 453 nm,0.211058
R2_1_01135,R2A_Taguchi2026_scaled_control,453,310,12,6,0.8534,none,450.54,3.805028,1.0,3.0,1.0,0.36438,0.187692,0.457008,0.464624,0.541634,0.948051,1.941367,Level A,cavity center shifted away from 453 nm,0.205068
R2_1_00698,R2A_Taguchi2026_scaled_control,453,270,10,2,0.4727,SiO2_25nm,450.005,4.334689,2.0,8.0,2.0,0.443957,0.143508,0.416075,0.627721,0.738586,0.970425,3.093612,Level A,cavity center shifted away from 453 nm,0.204907
R2_1_04401,R2D_all_dielectric_highR_mediumR_scan,453,230,10,6,0.8534,TiO2_25nm,450.365,3.890496,0.0,5.0,0.0,0.398336,0.180548,0.429158,0.54389,0.621259,0.957076,2.206264,Level A,cavity center shifted away from 453 nm,0.202624
R2_1_00717,R2A_Taguchi2026_scaled_control,453,320,10,2,0.4727,TiO2_25nm,450.005,4.334689,1.0,7.0,1.0,0.426537,0.143206,0.441726,0.618849,0.711448,0.96732,2.978493,Level A,cavity center shifted away from 453 nm,0.200369
R2_1_04052,R2D_all_dielectric_highR_mediumR_scan,453,260,8,4,0.722,TiO2_50nm,450.31,4.123139,0.0,8.0,0.0,0.449667,0.190696,0.371187,0.556437,0.695258,0.965771,2.358027,Level A,cavity center shifted away from 453 nm,0.199638
R2_1_02168,R2B_Khaidarov_hybrid_scaled_control,453,200,12,2,0.4727,TiO2_50nm,450.03,4.429555,1.0,8.0,1.0,0.457232,0.180261,0.384415,0.574688,0.706257,0.966926,2.5365,Level A,cavity center shifted away from 453 nm,0.197203
R2_1_04382,R2D_all_dielectric_highR_mediumR_scan,453,180,10,6,0.8534,SiO2_25nm,450.365,3.890496,3.0,8.0,3.0,0.440176,0.180627,0.395826,0.589292,0.683823,0.964173,2.436935,Level A,cavity center shifted away from 453 nm,0.196226
